contract_id,insured_id,contract_type,subscription_date,annual_premium,vehicle_brand,vehicle_age,vehicle_value,vehicle_usage,contract_status
CTR_002257,INS_003380,Au tiers,2024-06-06,200.0,Renault,15,5800.0,personnel,actif
CTR_002258,INS_003381,Tiers étendu,2024-01-02,580.5,Seat,5,12900.0,personnel,actif
CTR_002259,INS_003386,Tous risques,2024-11-22,1230.0,Nissan,2,20500.0,personnel,actif
CTR_002260,INS_003388,Tiers étendu,2022-08-17,1193.4,Ford,3,20400.0,professionnel,actif
CTR_002261,INS_003388,Tous risques,2025-01-20,200.0,Jeep,16,3000.0,personnel,actif
CTR_002262,INS_003389,Tous risques + assistance,2023-06-02,2301.0,Mercedes,6,23600.0,professionnel,actif
CTR_002263,INS_003390,Au tiers,2022-06-12,280.0,Nissan,7,11200.0,personnel,actif
CTR_002264,INS_003391,Tous risques,2022-12-03,200.0,Nissan,19,1900.0,personnel,suspendu
CTR_002265,INS_003393,Tiers étendu,2026-03-15,842.4,Ford,7,14400.0,professionnel,actif
CTR_002266,INS_003394,Tous risques,2025-08-07,200.0,Volvo,20,800.0,personnel,actif
CTR_002267,INS_003397,Au tiers,2024-06-23,364.0,Dacia,4,11200.0,professionnel,actif
CTR_002268,INS_003399,Tous risques + assistance,2025-11-24,810.0,Renault,9,10800.0,personnel,actif
CTR_002269,INS_003402,Tiers étendu,2023-09-08,634.5,BMW,6,14100.0,personnel,actif
CTR_002270,INS_003406,Au tiers,2025-05-19,432.5,Tesla,4,17300.0,personnel,actif
CTR_002271,INS_003407,Tous risques + assistance,2021-04-25,1140.0,Tesla,3,15200.0,personnel,actif
CTR_002272,INS_003407,Tous risques,2025-07-01,384.0,Seat,6,6400.0,personnel,actif
CTR_002273,INS_003408,Au tiers,2026-05-23,334.75,Opel,9,10300.0,professionnel,actif
CTR_002274,INS_003409,Tiers + vol/incendie,2021-09-14,200.0,Nissan,2,2600.0,personnel,actif
CTR_002275,INS_003410,Au tiers,2024-03-09,435.5,Tesla,10,13400.0,professionnel,actif
CTR_002276,INS_003411,Tiers étendu,2021-04-08,594.0,Mercedes,1,13200.0,personnel,actif
CTR_002277,INS_003414,Au tiers,2022-04-30,620.0,Mercedes,6,24800.0,personnel,actif
CTR_002278,INS_003415,Tous risques,2026-02-28,496.8,Volkswagen,4,7200.0,mixte,actif
CTR_002279,INS_003420,Tiers étendu,2022-06-13,639.0,Toyota,7,14200.0,personnel,actif
CTR_002280,INS_003421,Tous risques,2023-01-09,436.8,Skoda,3,5600.0,professionnel,actif
CTR_002281,INS_003422,Tous risques + assistance,2022-01-11,997.5,Kia,6,13300.0,personnel,actif
CTR_002282,INS_003423,Tiers étendu,2025-05-25,202.5,Fiat,20,4500.0,personnel,actif
CTR_002283,INS_003424,Tous risques,2024-08-06,1154.4,Opel,4,14800.0,professionnel,actif
CTR_002284,INS_003425,Tiers étendu,2021-07-02,306.0,BMW,5,6800.0,personnel,actif
CTR_002285,INS_003427,Tous risques,2023-09-28,480.0,Jeep,10,8000.0,personnel,actif
CTR_002286,INS_003429,Tiers + vol/incendie,2025-08-31,500.5,Nissan,6,11000.0,professionnel,actif
CTR_002287,INS_003430,Au tiers,2024-03-03,375.0,Renault,2,15000.0,personnel,actif
CTR_002288,INS_003431,Tous risques,2025-06-15,624.0,Dacia,7,10400.0,personnel,actif
CTR_002289,INS_003432,Au tiers,2025-10-24,200.0,Volkswagen,2,6900.0,mixte,actif
CTR_002290,INS_003433,Au tiers,2025-05-20,200.0,Audi,6,5000.0,personnel,actif
CTR_002291,INS_003435,Tiers + vol/incendie,2025-05-22,276.5,Dacia,1,7900.0,personnel,actif
CTR_002292,INS_003436,Tous risques,2025-08-08,296.7,Jeep,9,4300.0,mixte,actif
CTR_002293,INS_003437,Tiers + vol/incendie,2025-10-13,277.55,Ford,4,6100.0,professionnel,actif
CTR_002294,INS_003438,Au tiers,2025-10-27,200.0,Ford,11,2500.0,personnel,actif
CTR_002295,INS_003439,Tiers étendu,2021-01-12,520.65,Mercedes,4,8900.0,professionnel,actif
CTR_002296,INS_003440,Tiers + vol/incendie,2024-08-12,1028.3,Fiat,1,22600.0,professionnel,actif
CTR_002297,INS_003441,Au tiers,2021-06-28,500.5,Audi,8,15400.0,professionnel,actif
CTR_002298,INS_003442,Tous risques,2021-07-10,327.6,Peugeot,10,4200.0,professionnel,actif
CTR_002299,INS_003444,Tous risques,2025-04-06,1614.0,Renault,4,26900.0,personnel,actif
CTR_002300,INS_003445,Tiers étendu,2021-02-15,283.5,Mercedes,12,6300.0,personnel,actif
CTR_002301,INS_003446,Au tiers,2023-08-25,200.0,Tesla,1,800.0,personnel,actif
CTR_002302,INS_003448,Tous risques + assistance,2021-10-18,200.0,Hyundai,17,1800.0,mixte,actif
CTR_002303,INS_003450,Tiers + vol/incendie,2023-12-26,200.0,Seat,4,4500.0,personnel,actif
CTR_002304,INS_003454,Tous risques + assistance,2022-07-18,442.5,Fiat,6,5900.0,personnel,actif
CTR_002305,INS_003457,Tous risques,2020-12-24,975.0,Tesla,5,12500.0,professionnel,actif
CTR_002306,INS_003459,Tous risques,2021-08-23,222.0,Volvo,16,3700.0,personnel,actif
CTR_002307,INS_003460,Tous risques,2025-01-11,264.0,Skoda,8,4400.0,personnel,actif
CTR_002308,INS_003461,Tous risques,2021-11-27,384.0,Volkswagen,16,6400.0,personnel,actif
CTR_002309,INS_003463,Au tiers,2021-10-19,513.5,Audi,6,15800.0,professionnel,actif
CTR_002310,INS_003467,Tous risques,2022-04-12,384.0,Skoda,10,6400.0,personnel,actif
CTR_002311,INS_003467,Tiers étendu,2021-09-13,801.0,Jeep,4,17800.0,personnel,actif
CTR_002312,INS_003468,Au tiers,2020-09-17,200.0,Ford,15,5800.0,professionnel,actif
CTR_002313,INS_003470,Tous risques,2021-11-07,1122.0,BMW,0,18700.0,personnel,actif
CTR_002314,INS_003474,Tous risques,2025-10-06,1903.2,Kia,0,24400.0,professionnel,actif
CTR_002315,INS_003475,Tiers + vol/incendie,2025-03-14,283.5,Audi,12,8100.0,personnel,actif
CTR_002316,INS_003481,Au tiers,2023-12-25,302.25,Kia,9,9300.0,professionnel,actif
CTR_002317,INS_003484,Tiers + vol/incendie,2023-07-11,200.0,Renault,7,2900.0,professionnel,actif
CTR_002318,INS_003485,Tous risques,2024-10-25,1788.0,Opel,0,29800.0,personnel,actif
CTR_002319,INS_003486,Tiers étendu,2025-01-17,310.5,Audi,8,6900.0,personnel,actif
CTR_002320,INS_003491,Tous risques,2024-02-16,745.2,Toyota,6,10800.0,mixte,actif
CTR_002321,INS_003493,Au tiers,2024-04-19,377.5,Ford,4,15100.0,personnel,actif
CTR_002322,INS_003494,Tiers étendu,2022-12-20,459.0,Jeep,4,10200.0,personnel,actif
CTR_002323,INS_003496,Tiers + vol/incendie,2024-05-13,200.0,Hyundai,7,2300.0,professionnel,actif
CTR_002324,INS_003498,Tiers + vol/incendie,2022-07-27,588.0,Jeep,3,16800.0,personnel,actif
CTR_002325,INS_003500,Au tiers,2025-02-15,322.0,Hyundai,5,11200.0,mixte,actif
CTR_002326,INS_003501,Tiers + vol/incendie,2023-08-17,458.5,Kia,14,13100.0,personnel,actif
CTR_002327,INS_003505,Tous risques,2021-03-18,200.0,Toyota,13,2100.0,personnel,actif
CTR_002328,INS_003506,Tous risques,2022-01-23,852.0,Seat,3,14200.0,personnel,actif
CTR_002329,INS_003507,Tous risques,2024-10-09,978.0,Volkswagen,6,16300.0,personnel,actif
CTR_002330,INS_003512,Tiers étendu,2023-10-09,612.0,Jeep,8,13600.0,personnel,actif
CTR_002331,INS_003515,Tous risques,2024-11-21,972.0,Volvo,6,16200.0,personnel,actif
CTR_002332,INS_003516,Tous risques,2024-01-11,654.0,Citroën,0,10900.0,personnel,actif
CTR_002333,INS_003517,Tous risques,2021-06-14,420.0,Ford,9,7000.0,personnel,actif
CTR_002334,INS_003518,Tous risques,2021-01-15,1173.0,BMW,4,17000.0,mixte,actif
CTR_002335,INS_003519,Au tiers,2023-04-19,460.0,Opel,2,18400.0,personnel,suspendu
CTR_002336,INS_003520,Tous risques,2025-01-20,200.0,Ford,4,800.0,mixte,actif
CTR_002337,INS_003524,Tous risques,2021-07-11,616.2,Volvo,6,7900.0,professionnel,actif
CTR_002338,INS_003526,Tous risques,2024-04-20,517.5,Fiat,3,7500.0,mixte,actif
CTR_002339,INS_003527,Tiers étendu,2024-12-16,200.0,Seat,3,1900.0,personnel,actif
CTR_002340,INS_003528,Au tiers,2020-12-14,202.5,Peugeot,6,8100.0,personnel,résilié
CTR_002341,INS_003530,Tiers étendu,2022-10-19,279.0,Audi,10,6200.0,personnel,actif
CTR_002342,INS_003532,Tiers + vol/incendie,2020-10-13,500.5,Hyundai,3,11000.0,professionnel,actif
CTR_002343,INS_003533,Tous risques + assistance,2025-08-29,450.0,Dacia,6,6000.0,personnel,actif
CTR_002344,INS_003534,Tous risques,2021-09-09,762.0,Jeep,3,12700.0,personnel,actif
CTR_002345,INS_003535,Tous risques,2024-02-16,894.0,Mercedes,2,14900.0,personnel,actif
CTR_002346,INS_003536,Tous risques + assistance,2021-07-19,607.5,Opel,4,8100.0,personnel,actif
CTR_002347,INS_003537,Tiers + vol/incendie,2022-12-20,532.0,Dacia,6,15200.0,personnel,actif
CTR_002348,INS_003538,Tiers + vol/incendie,2020-07-27,311.5,Jeep,4,8900.0,personnel,actif
CTR_002349,INS_003539,Tous risques,2024-07-20,1494.0,Volvo,3,24900.0,personnel,actif
CTR_002350,INS_003540,Tiers étendu,2021-02-14,315.0,Nissan,12,7000.0,personnel,actif
CTR_002351,INS_003543,Tiers + vol/incendie,2024-05-03,464.1,Ford,7,10200.0,professionnel,actif
CTR_002352,INS_003544,Tous risques,2024-08-20,576.0,Peugeot,10,9600.0,personnel,actif
CTR_002353,INS_003544,Au tiers,2026-03-30,318.5,Citroën,11,9800.0,professionnel,actif
CTR_002354,INS_003547,Tiers étendu,2024-08-19,200.0,Kia,7,800.0,personnel,actif
CTR_002355,INS_003549,Au tiers,2021-06-23,525.0,Jeep,9,21000.0,personnel,actif
CTR_002356,INS_003550,Au tiers,2021-03-11,200.0,Mercedes,11,7700.0,personnel,actif
CTR_002357,INS_003552,Tous risques,2021-06-05,200.0,BMW,10,800.0,personnel,actif
CTR_002358,INS_003552,Tiers + vol/incendie,2021-06-03,294.0,Seat,17,8400.0,personnel,actif
CTR_002359,INS_003553,Tous risques,2025-07-02,420.9,Volkswagen,8,6100.0,mixte,actif
CTR_002360,INS_003556,Tous risques,2022-01-07,498.0,Renault,7,8300.0,personnel,actif
CTR_002361,INS_003558,Tous risques,2024-07-11,600.0,Kia,10,10000.0,personnel,actif
CTR_002362,INS_003559,Tiers étendu,2023-07-19,508.95,Fiat,2,8700.0,professionnel,actif
CTR_002363,INS_003559,Au tiers,2025-02-23,425.0,Volkswagen,3,17000.0,personnel,suspendu
CTR_002364,INS_003559,Tiers étendu,2024-09-22,459.0,Hyundai,6,10200.0,personnel,actif
CTR_002365,INS_003561,Au tiers,2025-04-05,457.5,Volvo,3,18300.0,personnel,actif
CTR_002366,INS_003562,Tous risques,2020-10-06,1392.0,Fiat,6,23200.0,personnel,actif
CTR_002367,INS_003564,Tous risques,2024-06-09,200.0,Jeep,12,800.0,professionnel,actif
CTR_002368,INS_003565,Tiers + vol/incendie,2021-11-14,200.0,Tesla,16,5600.0,personnel,actif
CTR_002369,INS_003565,Tous risques,2024-10-18,741.0,Skoda,7,9500.0,professionnel,actif
CTR_002370,INS_003567,Tiers + vol/incendie,2022-12-31,227.5,Volkswagen,2,6500.0,personnel,actif
CTR_002371,INS_003567,Au tiers,2022-04-01,200.0,Dacia,9,800.0,professionnel,suspendu
CTR_002372,INS_003568,Au tiers,2020-06-25,324.88,Toyota,6,11300.0,mixte,actif
CTR_002373,INS_003569,Tous risques,2025-09-29,1110.0,Citroën,7,18500.0,personnel,actif
CTR_002374,INS_003570,Tiers + vol/incendie,2020-12-29,234.5,Peugeot,7,6700.0,personnel,actif
CTR_002375,INS_003574,Au tiers,2025-02-20,447.5,Nissan,5,17900.0,personnel,actif
CTR_002376,INS_003574,Tous risques,2022-02-19,558.0,Volkswagen,2,9300.0,personnel,actif
CTR_002377,INS_003577,Tous risques,2021-05-28,954.0,Citroën,6,15900.0,personnel,actif
CTR_002378,INS_003577,Tiers étendu,2024-12-16,607.5,Kia,4,13500.0,personnel,actif
CTR_002379,INS_003578,Tous risques,2023-09-18,1032.0,Opel,4,17200.0,personnel,actif
CTR_002380,INS_003579,Tous risques,2025-07-06,654.0,BMW,12,10900.0,personnel,actif
CTR_002381,INS_003582,Tiers + vol/incendie,2021-04-30,262.5,Citroën,12,7500.0,personnel,actif
CTR_002382,INS_003584,Tiers + vol/incendie,2026-04-22,1414.0,Skoda,2,40400.0,personnel,actif
CTR_002383,INS_003585,Tous risques,2020-07-31,1138.5,Dacia,2,16500.0,mixte,actif
CTR_002384,INS_003587,Tous risques + assistance,2024-07-21,690.0,Jeep,11,9200.0,personnel,actif
CTR_002385,INS_003588,Tiers + vol/incendie,2021-11-12,682.5,Kia,5,19500.0,personnel,actif
CTR_002386,INS_003590,Tiers + vol/incendie,2025-06-01,574.0,Kia,10,16400.0,personnel,actif
CTR_002387,INS_003594,Au tiers,2022-08-08,580.75,Toyota,6,20200.0,mixte,actif
CTR_002388,INS_003596,Tous risques,2024-07-31,795.6,Ford,8,10200.0,professionnel,actif
CTR_002389,INS_003597,Tous risques,2022-03-30,200.0,Peugeot,8,3200.0,personnel,actif
CTR_002390,INS_003598,Au tiers,2022-11-12,200.0,Seat,11,7100.0,personnel,résilié
CTR_002391,INS_003600,Tiers + vol/incendie,2024-08-09,200.0,Audi,8,800.0,personnel,actif
CTR_002392,INS_003602,Tous risques,2026-01-09,732.0,Jeep,6,12200.0,personnel,actif
CTR_002393,INS_003602,Au tiers,2021-02-07,200.0,Kia,6,4000.0,personnel,actif
CTR_002394,INS_003603,Tous risques,2024-10-23,900.0,Nissan,11,15000.0,personnel,actif
CTR_002395,INS_003605,Tiers étendu,2022-12-13,400.5,Citroën,14,8900.0,personnel,actif
CTR_002396,INS_003606,Tous risques,2020-10-14,948.0,Jeep,5,15800.0,personnel,actif
CTR_002397,INS_003607,Tous risques + assistance,2022-05-31,255.0,Peugeot,7,3400.0,personnel,actif
CTR_002398,INS_003608,Au tiers,2026-05-02,305.0,Hyundai,6,12200.0,personnel,actif
CTR_002399,INS_003609,Tous risques,2020-06-11,246.0,Mercedes,4,4100.0,personnel,actif
CTR_002400,INS_003611,Tous risques,2025-03-18,1062.0,Hyundai,3,17700.0,personnel,actif
CTR_002401,INS_003612,Au tiers,2022-02-08,200.0,Seat,20,3000.0,personnel,actif
CTR_002402,INS_003613,Au tiers,2022-04-01,235.0,Volkswagen,6,9400.0,personnel,actif
CTR_002403,INS_003614,Au tiers,2022-07-04,437.5,Mercedes,3,17500.0,personnel,actif
CTR_002404,INS_003616,Tous risques,2024-02-14,618.0,Toyota,6,10300.0,personnel,actif
CTR_002405,INS_003617,Tiers étendu,2024-02-12,603.0,Tesla,9,13400.0,personnel,actif
CTR_002406,INS_003618,Tous risques,2020-10-14,738.0,Toyota,2,12300.0,personnel,actif
CTR_002407,INS_003619,Tous risques,2021-07-20,982.8,Mercedes,14,12600.0,professionnel,actif
CTR_002408,INS_003622,Tous risques,2020-08-18,1386.0,Audi,2,23100.0,personnel,actif
CTR_002409,INS_003623,Tous risques,2022-04-06,1469.7,BMW,5,21300.0,mixte,actif
CTR_002410,INS_003624,Tous risques,2024-03-19,296.7,Ford,17,4300.0,mixte,actif
CTR_002411,INS_003624,Au tiers,2022-03-13,202.5,Volvo,5,8100.0,personnel,actif
CTR_002412,INS_003625,Tous risques,2022-05-06,200.0,Ford,5,2300.0,personnel,actif
CTR_002413,INS_003627,Tiers étendu,2020-12-15,310.5,Ford,6,6900.0,personnel,actif
CTR_002414,INS_003632,Tous risques,2024-03-12,366.0,Ford,8,6100.0,personnel,actif
CTR_002415,INS_003635,Au tiers,2020-09-24,200.0,Audi,5,800.0,professionnel,actif
CTR_002416,INS_003636,Tous risques,2025-11-07,397.8,Mercedes,3,5100.0,professionnel,actif
CTR_002417,INS_003640,Tiers + vol/incendie,2021-06-21,366.28,Opel,14,9100.0,mixte,actif
CTR_002418,INS_003641,Tiers + vol/incendie,2025-07-22,200.0,Volvo,12,4200.0,personnel,actif
CTR_002419,INS_003642,Tous risques + assistance,2024-05-26,727.5,Seat,13,9700.0,personnel,actif
CTR_002420,INS_003642,Tous risques + assistance,2025-04-29,940.12,Volkswagen,5,10900.0,mixte,actif
CTR_002421,INS_003644,Tiers étendu,2020-10-26,200.0,Jeep,20,1600.0,personnel,actif
CTR_002422,INS_003646,Tiers étendu,2024-04-02,288.0,Audi,9,6400.0,personnel,actif
CTR_002423,INS_003647,Tiers étendu,2022-04-22,573.3,Toyota,6,9800.0,professionnel,actif
CTR_002424,INS_003648,Au tiers,2022-04-25,502.5,Toyota,6,20100.0,personnel,actif
CTR_002425,INS_003653,Tiers étendu,2021-12-31,1363.5,Renault,0,30300.0,personnel,suspendu
CTR_002426,INS_003654,Tous risques,2024-11-21,252.0,Audi,7,4200.0,personnel,actif
CTR_002427,INS_003655,Tous risques,2023-12-16,636.0,Mercedes,7,10600.0,personnel,actif
CTR_002428,INS_003657,Tiers + vol/incendie,2021-06-13,200.0,Nissan,7,3800.0,personnel,actif
CTR_002429,INS_003659,Tiers étendu,2024-03-14,238.5,Tesla,1,5300.0,personnel,actif
CTR_002430,INS_003660,Tiers + vol/incendie,2021-06-11,665.0,Peugeot,6,19000.0,personnel,actif
CTR_002431,INS_003661,Tiers étendu,2023-04-12,706.5,Hyundai,3,15700.0,personnel,résilié
CTR_002432,INS_003662,Tous risques,2024-08-30,200.0,Volkswagen,19,3100.0,personnel,actif
CTR_002433,INS_003664,Tiers étendu,2022-12-29,346.5,Volkswagen,12,7700.0,personnel,actif
CTR_002434,INS_003665,Au tiers,2024-05-18,337.5,Toyota,6,13500.0,personnel,actif
CTR_002435,INS_003665,Tiers étendu,2026-05-22,886.5,Seat,7,19700.0,personnel,actif
CTR_002436,INS_003666,Au tiers,2023-12-30,200.0,BMW,11,1800.0,personnel,actif
CTR_002437,INS_003667,Tous risques,2025-01-17,200.0,BMW,4,800.0,personnel,actif
CTR_002438,INS_003668,Tiers + vol/incendie,2023-10-25,200.0,Kia,16,3000.0,professionnel,actif
CTR_002439,INS_003669,Tiers + vol/incendie,2021-10-19,626.5,Ford,5,17900.0,personnel,actif
CTR_002440,INS_003670,Tous risques + assistance,2023-08-15,540.0,Peugeot,8,7200.0,personnel,actif
CTR_002441,INS_003671,Au tiers,2020-12-15,529.0,Ford,4,18400.0,mixte,actif
CTR_002442,INS_003671,Tous risques,2021-11-23,780.0,Kia,7,10000.0,professionnel,suspendu
CTR_002443,INS_003675,Tous risques + assistance,2025-05-27,795.0,Seat,11,10600.0,personnel,actif
CTR_002444,INS_003676,Tiers + vol/incendie,2024-02-23,200.0,Fiat,14,3200.0,mixte,suspendu
CTR_002445,INS_003676,Tous risques + assistance,2023-08-25,1012.5,Opel,5,13500.0,personnel,actif
CTR_002446,INS_003679,Tiers + vol/incendie,2024-12-03,200.0,Jeep,9,5600.0,personnel,résilié
CTR_002447,INS_003681,Tous risques,2024-01-18,1404.0,Citroën,4,23400.0,personnel,actif
CTR_002448,INS_003682,Tous risques,2020-06-29,594.0,Audi,11,9900.0,personnel,actif
CTR_002449,INS_003685,Au tiers,2024-02-14,399.75,Dacia,1,12300.0,professionnel,actif
CTR_002450,INS_003685,Tiers étendu,2021-10-12,580.5,Skoda,11,12900.0,personnel,suspendu
CTR_002451,INS_003686,Tiers étendu,2025-02-27,418.5,Fiat,5,9300.0,personnel,actif
CTR_002452,INS_003688,Tiers + vol/incendie,2021-02-26,1223.6,Kia,1,30400.0,mixte,actif
CTR_002453,INS_003689,Tous risques,2024-04-26,725.4,Citroën,2,9300.0,professionnel,actif
CTR_002454,INS_003692,Au tiers,2025-07-19,295.0,Volkswagen,5,11800.0,personnel,actif
CTR_002455,INS_003696,Tous risques + assistance,2022-02-28,652.5,Citroën,10,8700.0,personnel,actif
CTR_002456,INS_003697,Tous risques,2022-09-01,982.8,Hyundai,13,12600.0,professionnel,actif
CTR_002457,INS_003700,Tiers + vol/incendie,2024-06-08,479.5,Mercedes,9,13700.0,personnel,actif
CTR_002458,INS_003700,Tiers + vol/incendie,2023-06-21,679.0,Hyundai,2,19400.0,personnel,suspendu
CTR_002459,INS_003702,Tiers + vol/incendie,2021-07-10,364.0,Skoda,8,10400.0,personnel,suspendu
CTR_002460,INS_003703,Au tiers,2022-11-09,200.0,Citroën,13,4300.0,professionnel,actif
CTR_002461,INS_003704,Tous risques,2021-08-09,264.0,Audi,16,4400.0,personnel,actif
CTR_002462,INS_003705,Au tiers,2022-03-13,224.25,Volvo,6,6900.0,professionnel,résilié
CTR_002463,INS_003707,Tous risques + assistance,2023-07-02,502.5,Dacia,18,6700.0,personnel,actif
CTR_002464,INS_003708,Tiers + vol/incendie,2024-01-09,222.95,Opel,12,4900.0,professionnel,actif
CTR_002465,INS_003709,Tous risques,2026-02-09,1068.6,Volvo,2,13700.0,professionnel,actif
CTR_002466,INS_003710,Tous risques,2021-12-09,200.0,Nissan,10,2800.0,personnel,actif
CTR_002467,INS_003711,Tiers étendu,2023-03-26,225.0,Audi,12,5000.0,personnel,actif
CTR_002468,INS_003716,Au tiers,2021-01-04,207.5,BMW,12,8300.0,personnel,actif
CTR_002469,INS_003717,Tiers étendu,2026-02-19,369.0,Kia,9,8200.0,personnel,actif
CTR_002470,INS_003718,Tous risques,2023-07-23,798.0,Mercedes,5,13300.0,personnel,actif
CTR_002471,INS_003719,Tous risques,2023-01-05,1110.9,Volkswagen,6,16100.0,mixte,actif
CTR_002472,INS_003720,Tiers étendu,2024-01-26,301.5,Tesla,4,6700.0,personnel,actif
CTR_002473,INS_003721,Tiers étendu,2024-10-14,450.45,Toyota,11,7700.0,professionnel,actif
CTR_002474,INS_003725,Tous risques + assistance,2023-06-11,217.5,Volkswagen,4,2900.0,personnel,actif
CTR_002475,INS_003726,Tous risques + assistance,2025-01-19,200.0,Peugeot,2,1800.0,personnel,actif
CTR_002476,INS_003729,Au tiers,2022-07-27,617.5,Jeep,9,19000.0,professionnel,actif
CTR_002477,INS_003730,Au tiers,2022-02-14,200.0,Hyundai,20,3300.0,mixte,suspendu
CTR_002478,INS_003731,Tiers étendu,2022-02-06,607.5,Opel,9,13500.0,personnel,actif
CTR_002479,INS_003732,Tous risques,2024-10-04,1262.7,Kia,3,18300.0,mixte,actif
CTR_002480,INS_003733,Tiers + vol/incendie,2021-06-15,200.0,Volvo,14,1800.0,mixte,actif
CTR_002481,INS_003734,Au tiers,2026-01-21,200.0,Nissan,2,5800.0,personnel,actif
CTR_002482,INS_003736,Tous risques,2026-01-23,200.0,Peugeot,16,2300.0,personnel,résilié
CTR_002483,INS_003737,Tous risques,2023-09-21,720.0,Kia,12,12000.0,personnel,actif
CTR_002484,INS_003739,Tous risques,2022-06-16,624.0,Kia,9,10400.0,personnel,actif
CTR_002485,INS_003740,Tous risques,2023-02-04,702.0,Dacia,3,11700.0,personnel,actif
CTR_002486,INS_003741,Tiers étendu,2021-08-15,760.5,Ford,6,13000.0,professionnel,actif
CTR_002487,INS_003742,Au tiers,2025-04-28,582.5,Nissan,2,23300.0,personnel,actif
CTR_002488,INS_003744,Tous risques,2020-07-11,420.0,Renault,13,7000.0,personnel,actif
CTR_002489,INS_003750,Tiers étendu,2025-07-26,328.5,Peugeot,6,7300.0,personnel,actif
CTR_002490,INS_003751,Au tiers,2021-05-17,200.0,Dacia,12,7600.0,personnel,actif
CTR_002491,INS_003752,Tiers étendu,2024-12-13,1310.4,Ford,3,22400.0,professionnel,actif
CTR_002492,INS_003755,Au tiers,2023-10-02,227.5,Hyundai,9,9100.0,personnel,actif
CTR_002493,INS_003756,Au tiers,2025-10-25,200.0,Mercedes,7,6900.0,personnel,actif
CTR_002494,INS_003759,Tous risques,2023-07-15,1814.7,Volkswagen,4,26300.0,mixte,actif
CTR_002495,INS_003763,Tous risques,2024-02-15,504.0,Volvo,11,8400.0,personnel,suspendu
CTR_002496,INS_003764,Tous risques,2022-08-20,612.0,Volvo,4,10200.0,personnel,suspendu
CTR_002497,INS_003764,Tiers + vol/incendie,2022-01-10,568.75,Toyota,7,12500.0,professionnel,actif
CTR_002498,INS_003765,Tiers + vol/incendie,2026-04-23,602.0,Mercedes,7,17200.0,personnel,actif
CTR_002499,INS_003766,Tiers + vol/incendie,2023-04-10,217.0,Seat,8,6200.0,personnel,résilié
CTR_002500,INS_003768,Tous risques,2024-03-08,318.0,Citroën,20,5300.0,personnel,actif
CTR_002501,INS_003769,Tiers étendu,2020-06-12,711.0,Opel,5,15800.0,personnel,actif
CTR_002502,INS_003770,Tous risques,2023-10-24,1122.0,Skoda,4,18700.0,personnel,actif
CTR_002503,INS_003771,Tiers étendu,2025-03-27,504.0,Nissan,7,11200.0,personnel,actif
CTR_002504,INS_003773,Tous risques,2024-01-10,474.0,Skoda,17,7900.0,personnel,actif
CTR_002505,INS_003774,Tiers étendu,2026-02-26,468.0,Seat,5,10400.0,personnel,actif
CTR_002506,INS_003775,Tous risques,2022-02-04,636.0,Jeep,5,10600.0,personnel,actif
CTR_002507,INS_003777,Tiers + vol/incendie,2021-08-27,626.5,Opel,6,17900.0,personnel,actif
CTR_002508,INS_003779,Au tiers,2024-01-01,347.5,Volkswagen,7,13900.0,personnel,actif
CTR_002509,INS_003781,Tiers + vol/incendie,2025-06-07,200.0,Peugeot,19,4400.0,personnel,actif
CTR_002510,INS_003782,Tiers + vol/incendie,2023-03-21,644.0,Fiat,4,18400.0,personnel,actif
CTR_002511,INS_003786,Tous risques,2022-05-13,200.0,Skoda,4,2300.0,mixte,actif
CTR_002512,INS_003790,Au tiers,2021-12-12,512.5,Tesla,4,20500.0,personnel,actif
CTR_002513,INS_003791,Tiers étendu,2021-02-22,460.57,Renault,11,8900.0,mixte,actif
CTR_002514,INS_003792,Tous risques + assistance,2023-09-10,990.0,Tesla,3,13200.0,personnel,actif
CTR_002515,INS_003793,Tous risques,2021-08-09,864.0,Peugeot,2,14400.0,personnel,suspendu
CTR_002516,INS_003794,Tiers étendu,2020-08-15,388.12,Citroën,12,7500.0,mixte,actif
CTR_002517,INS_003796,Tous risques + assistance,2023-12-12,1365.0,Audi,0,18200.0,personnel,actif
CTR_002518,INS_003797,Tous risques,2023-12-05,993.6,Hyundai,1,14400.0,mixte,actif
CTR_002519,INS_003799,Tiers + vol/incendie,2022-01-15,507.5,Seat,9,14500.0,personnel,actif
CTR_002520,INS_003799,Tous risques,2023-09-13,200.0,Renault,20,800.0,personnel,actif
CTR_002521,INS_003801,Tous risques,2026-02-03,379.5,Citroën,9,5500.0,mixte,actif
CTR_002522,INS_003802,Tous risques,2021-09-02,372.0,Peugeot,12,6200.0,personnel,actif
CTR_002523,INS_003803,Tous risques,2022-01-17,816.0,Audi,11,13600.0,personnel,actif
CTR_002524,INS_003806,Tous risques,2022-02-08,666.0,Opel,5,11100.0,personnel,actif
CTR_002525,INS_003807,Au tiers,2024-10-09,295.0,Dacia,5,11800.0,personnel,actif
CTR_002526,INS_003808,Tiers étendu,2024-04-07,579.15,Volkswagen,11,9900.0,professionnel,actif
CTR_002527,INS_003811,Tiers étendu,2024-05-25,1222.65,Nissan,2,20900.0,professionnel,actif
CTR_002528,INS_003813,Au tiers,2023-06-30,392.5,Citroën,7,15700.0,personnel,actif
CTR_002529,INS_003813,Tiers étendu,2022-12-31,841.5,Nissan,1,18700.0,personnel,actif
