insured_id,compagnie,incident_type,claim_date,claim_amount,fraud_flag
INS_005589,BNP Paribas Cardif,Vol à la roulette,2026-05-19,5800.0,0
INS_005001,Aviva,Collision avec animal,2023-08-28,700.0,1
INS_005001,Aviva,Bris de glace,2026-02-10,3800.0,0
INS_005001,BNP Paribas Cardif,Stationnement endommagé,2024-12-09,6000.0,0
INS_000145,BNP Paribas Cardif,Dégradation volontaire,2025-03-20,6800.0,1
INS_002881,Generali,Stationnement endommagé,2026-04-05,2500.0,0
INS_005266,Groupama,Vol à la roulette,2023-11-09,6100.0,0
INS_005266,BNP Paribas Cardif,Collision simple,2024-04-25,4100.0,1
INS_005734,Allianz,Stationnement endommagé,2024-08-05,11600.0,0
INS_005622,Maif,Collision avec piéton,2023-08-01,2100.0,1
INS_003767,Maif,Collision multi-véhicules,2025-03-12,3000.0,1
INS_003767,Maif,Dégradation volontaire,2024-12-07,6500.0,1
INS_003767,Macif,Inondation / submersion,2026-05-13,3600.0,0
INS_005122,Allianz,Collision avec animal,2026-01-29,5100.0,0
INS_005122,Generali,Collision multi-véhicules,2025-06-16,6600.0,0
INS_004710,AXA,Inondation / submersion,2023-08-12,9400.0,1
INS_003438,Groupama,Inondation / submersion,2025-04-30,8800.0,0
INS_000421,AXA,Accident corporel seul conducteur,2024-07-12,5500.0,0
INS_000421,Groupama,Accident corporel seul conducteur,2023-10-04,2700.0,0
INS_000421,AXA,Vol à la roulette,2023-06-24,1500.0,1
INS_002727,Maif,Inondation / submersion,2024-06-03,200.0,0
INS_002727,Macif,Vol total du véhicule,2025-12-29,5100.0,0
INS_003089,Aviva,Collision multi-véhicules,2023-08-15,10400.0,0
INS_001152,Société Générale Assurances,Inondation / submersion,2024-12-11,12100.0,0
INS_001993,Groupama,Vol à la roulette,2024-09-01,7800.0,0
INS_001993,AXA,Accident corporel seul conducteur,2024-05-26,12000.0,1
INS_001993,Société Générale Assurances,Collision avec animal,2025-08-01,3100.0,0
INS_001778,Maif,Collision avec piéton,2024-08-04,3300.0,0
INS_000289,Macif,Collision avec piéton,2024-12-10,7400.0,1
INS_000289,Maif,Collision simple,2025-10-13,5300.0,0
INS_000289,AXA,Tentative de vol avec dégradation,2023-08-15,4500.0,0
INS_000289,Allianz,Dégradation volontaire,2025-11-30,7300.0,0
INS_000289,Société Générale Assurances,Collision multi-véhicules,2025-04-27,8000.0,0
INS_004840,Groupama,Vol à la roulette,2024-07-13,10300.0,1
INS_005463,Groupama,Inondation / submersion,2026-05-25,9000.0,0
INS_003758,BNP Paribas Cardif,Inondation / submersion,2026-04-22,10200.0,0
INS_004725,Aviva,Vol total du véhicule,2025-02-16,7000.0,0
INS_005523,Generali,Inondation / submersion,2024-07-01,200.0,0
INS_003310,AXA,Dégradation volontaire,2023-08-04,3700.0,1
INS_005242,Maif,Accident corporel seul conducteur,2024-10-17,5700.0,0
INS_004315,Allianz,Bris de glace,2024-12-19,8300.0,0
INS_004315,Allianz,Collision multi-véhicules,2026-02-02,13000.0,0
INS_002759,AXA,Collision avec animal,2026-01-14,15100.0,0
INS_002759,Société Générale Assurances,Vol total du véhicule,2025-09-06,4600.0,1
INS_002759,Macif,Tentative de vol avec dégradation,2026-05-22,6900.0,1
INS_002759,Generali,Collision multi-véhicules,2023-10-19,5800.0,0
INS_002179,Macif,Accident corporel seul conducteur,2025-06-14,2500.0,0
INS_002179,Groupama,Vol à la roulette,2024-02-11,6700.0,0
INS_002179,BNP Paribas Cardif,Dommages grêle,2024-07-07,7700.0,0
INS_002179,Groupama,Inondation / submersion,2025-06-15,200.0,1
INS_002179,Maif,Collision avec animal,2023-08-25,1800.0,0
INS_001618,Generali,Vol à la roulette,2024-08-05,7900.0,0
INS_001618,Groupama,Incendie accidentel,2023-06-14,4500.0,1
INS_002139,Generali,Stationnement endommagé,2025-02-16,3600.0,0
INS_003158,Groupama,Collision multi-véhicules,2023-08-27,200.0,0
INS_002244,Macif,Stationnement endommagé,2025-04-01,11400.0,0
INS_002244,Maif,Accident corporel seul conducteur,2025-06-10,11700.0,0
INS_002244,Maif,Collision simple,2025-01-24,5100.0,0
INS_002244,Aviva,Collision multi-véhicules,2024-12-18,8400.0,1
INS_002244,Allianz,Collision multi-véhicules,2023-05-29,1500.0,0
INS_002662,Allianz,Inondation / submersion,2025-07-03,6400.0,0
INS_004146,AXA,Incendie criminel,2024-10-23,6500.0,0
INS_004146,AXA,Collision avec animal,2025-06-22,6500.0,0
INS_001275,Macif,Incendie criminel,2025-09-26,200.0,0
INS_005002,BNP Paribas Cardif,Stationnement endommagé,2025-06-14,8200.0,0
INS_005002,Allianz,Incendie criminel,2024-11-08,5500.0,0
INS_002656,Maif,Collision avec animal,2026-02-03,7700.0,0
INS_002656,BNP Paribas Cardif,Bris de glace,2024-07-01,800.0,0
INS_002120,BNP Paribas Cardif,Bris de glace,2023-07-08,9600.0,0
INS_002120,Allianz,Incendie accidentel,2024-10-19,4600.0,0
INS_003301,Aviva,Bris de glace,2023-09-16,5200.0,1
INS_001686,Aviva,Vol à la roulette,2026-03-31,7300.0,1
INS_003907,Allianz,Incendie accidentel,2024-10-23,9700.0,0
INS_003907,Maif,Collision avec animal,2024-04-02,2400.0,0
INS_001702,Aviva,Vol à la roulette,2024-04-02,5000.0,1
INS_001702,Groupama,Collision simple,2024-01-27,6300.0,0
INS_005708,Macif,Collision simple,2026-04-28,11700.0,1
INS_005708,BNP Paribas Cardif,Tentative de vol avec dégradation,2025-02-18,10700.0,1
INS_001800,Allianz,Inondation / submersion,2025-08-05,200.0,0
INS_005738,Groupama,Bris de glace,2025-03-10,4200.0,0
INS_005738,Allianz,Incendie accidentel,2024-10-03,3000.0,0
INS_000343,Aviva,Tentative de vol avec dégradation,2023-11-08,1900.0,0
INS_000343,Maif,Dommages grêle,2026-02-18,6700.0,0
INS_000343,BNP Paribas Cardif,Tentative de vol avec dégradation,2024-08-19,5700.0,1
INS_000343,Société Générale Assurances,Collision multi-véhicules,2025-05-28,11500.0,0
INS_000343,Société Générale Assurances,Bris de glace,2024-05-18,2700.0,1
INS_001825,Macif,Vol à la roulette,2023-08-07,5700.0,0
INS_005508,Generali,Inondation / submersion,2023-07-03,5400.0,0
INS_005508,Maif,Bris de glace,2025-11-19,200.0,0
INS_002232,Aviva,Collision avec animal,2026-03-04,11500.0,0
INS_002232,Société Générale Assurances,Accident corporel seul conducteur,2023-07-21,3800.0,0
INS_002232,Macif,Collision avec piéton,2024-10-21,4200.0,1
INS_002232,Groupama,Inondation / submersion,2025-11-04,4200.0,0
INS_003739,Generali,Incendie accidentel,2024-11-20,4200.0,0
INS_003739,Groupama,Collision simple,2025-08-10,11200.0,0
INS_000812,Aviva,Tentative de vol avec dégradation,2023-06-25,200.0,0
INS_000812,Société Générale Assurances,Collision avec animal,2023-12-05,5200.0,0
INS_003123,Generali,Collision avec piéton,2024-07-06,3700.0,0
INS_003318,Société Générale Assurances,Vol total du véhicule,2023-11-04,9900.0,0
INS_003318,BNP Paribas Cardif,Collision avec animal,2025-05-23,6000.0,1
INS_003318,Macif,Collision avec piéton,2025-02-03,3200.0,1
INS_003318,Allianz,Incendie accidentel,2023-11-21,2500.0,1
INS_005943,Allianz,Vol total du véhicule,2025-09-07,3100.0,0
INS_005181,Aviva,Incendie criminel,2025-04-11,200.0,1
INS_002331,Aviva,Inondation / submersion,2025-07-04,7800.0,0
INS_002331,Macif,Collision avec piéton,2025-04-02,200.0,1
INS_002331,AXA,Accident corporel seul conducteur,2023-06-30,200.0,0
INS_002331,BNP Paribas Cardif,Bris de glace,2023-06-08,900.0,0
INS_002331,BNP Paribas Cardif,Collision multi-véhicules,2025-06-03,2400.0,1
INS_005656,Groupama,Incendie criminel,2025-04-04,6200.0,0
INS_005656,Generali,Incendie accidentel,2026-01-20,3400.0,0
INS_005656,BNP Paribas Cardif,Incendie criminel,2024-06-28,1000.0,0
INS_005656,Société Générale Assurances,Collision multi-véhicules,2025-04-09,10900.0,0
INS_002999,Generali,Incendie criminel,2025-03-16,9900.0,0
INS_002028,Generali,Collision avec piéton,2024-03-15,5300.0,1
INS_002028,BNP Paribas Cardif,Tentative de vol avec dégradation,2024-10-11,11700.0,0
INS_000383,Maif,Stationnement endommagé,2025-06-23,200.0,0
INS_005375,Generali,Dommages grêle,2025-05-22,7100.0,0
INS_001031,Groupama,Bris de glace,2026-03-18,7500.0,1
INS_005633,Groupama,Vol à la roulette,2025-04-26,9400.0,0
INS_005633,Société Générale Assurances,Dommages grêle,2026-01-01,11600.0,1
INS_005633,Aviva,Vol à la roulette,2024-08-30,5500.0,0
INS_005633,Allianz,Collision avec animal,2025-03-08,5700.0,0
INS_000731,Maif,Stationnement endommagé,2025-08-23,3100.0,1
INS_000731,Generali,Tentative de vol avec dégradation,2024-10-01,4800.0,0
INS_000731,BNP Paribas Cardif,Collision avec animal,2024-04-28,8200.0,0
INS_004858,Société Générale Assurances,Bris de glace,2025-11-22,7600.0,0
INS_002361,Generali,Stationnement endommagé,2023-11-25,6000.0,0
INS_002361,BNP Paribas Cardif,Tentative de vol avec dégradation,2023-11-07,13100.0,0
INS_002361,Allianz,Dommages grêle,2025-05-21,5300.0,1
INS_000098,BNP Paribas Cardif,Vol à la roulette,2025-06-09,9500.0,0
INS_000032,Generali,Collision simple,2025-09-08,9800.0,0
INS_000032,Groupama,Vol à la roulette,2024-03-03,6900.0,1
INS_000890,Maif,Accident corporel seul conducteur,2025-05-05,2100.0,0
INS_000736,Maif,Vol à la roulette,2023-07-26,7700.0,0
INS_000736,BNP Paribas Cardif,Vol à la roulette,2023-08-25,4400.0,0
INS_001115,Société Générale Assurances,Collision simple,2024-04-01,1000.0,1
INS_004815,Société Générale Assurances,Dommages grêle,2024-06-11,12700.0,0
INS_004815,Société Générale Assurances,Collision multi-véhicules,2025-07-21,4000.0,1
INS_002818,Generali,Collision multi-véhicules,2024-09-20,9700.0,0
INS_002818,Aviva,Dégradation volontaire,2023-07-08,4500.0,0
INS_002818,Groupama,Dégradation volontaire,2025-10-11,8300.0,1
INS_002818,AXA,Incendie criminel,2025-06-09,5200.0,1
INS_005677,BNP Paribas Cardif,Collision simple,2024-06-30,8300.0,1
INS_005677,Groupama,Stationnement endommagé,2026-02-05,6000.0,1
INS_005677,Société Générale Assurances,Collision avec piéton,2026-05-20,4400.0,0
INS_000423,Groupama,Dommages grêle,2024-02-11,3500.0,0
INS_003999,BNP Paribas Cardif,Dégradation volontaire,2026-03-18,10400.0,0
INS_004118,Maif,Stationnement endommagé,2026-05-07,8000.0,0
INS_004118,AXA,Collision multi-véhicules,2025-09-13,5400.0,1
INS_000837,BNP Paribas Cardif,Incendie criminel,2026-01-01,10700.0,0
INS_004386,Allianz,Collision avec animal,2025-10-07,200.0,0
INS_004386,BNP Paribas Cardif,Collision simple,2025-10-14,6000.0,0
INS_004056,Maif,Collision multi-véhicules,2024-08-01,700.0,1
INS_004056,AXA,Collision avec animal,2025-02-12,8100.0,0
INS_002393,Groupama,Accident corporel seul conducteur,2025-09-30,10800.0,0
INS_002393,Generali,Incendie accidentel,2025-03-22,1800.0,0
INS_002393,AXA,Vol à la roulette,2024-07-14,5300.0,1
INS_002393,Groupama,Collision multi-véhicules,2023-09-29,10500.0,0
INS_002393,Aviva,Dommages grêle,2025-06-04,10000.0,0
INS_000801,Société Générale Assurances,Incendie criminel,2024-07-11,4100.0,0
INS_000801,Macif,Collision multi-véhicules,2026-02-24,5400.0,0
INS_002486,BNP Paribas Cardif,Vol total du véhicule,2025-11-28,5200.0,0
INS_002486,Generali,Collision avec animal,2024-05-10,3300.0,0
INS_003166,Macif,Incendie accidentel,2024-11-20,4100.0,0
INS_003166,Société Générale Assurances,Inondation / submersion,2023-08-30,2400.0,1
INS_002851,Generali,Vol à la roulette,2025-10-14,4600.0,0
INS_003409,Macif,Dommages grêle,2024-04-20,1600.0,1
INS_003422,Maif,Collision simple,2025-05-15,4400.0,1
INS_003422,Maif,Bris de glace,2025-10-18,3600.0,0
INS_003422,Generali,Collision multi-véhicules,2024-12-16,8600.0,1
INS_001937,Groupama,Incendie criminel,2025-03-30,1100.0,0
INS_003692,Generali,Accident corporel seul conducteur,2024-07-27,5000.0,0
INS_000364,Allianz,Dégradation volontaire,2024-12-04,7900.0,0
INS_004044,Groupama,Dégradation volontaire,2024-03-22,7100.0,1
INS_004044,Maif,Dégradation volontaire,2025-02-28,6500.0,0
INS_004044,Groupama,Collision avec animal,2023-07-03,7600.0,0
INS_000305,Aviva,Collision multi-véhicules,2023-07-28,8200.0,0
INS_000305,BNP Paribas Cardif,Collision multi-véhicules,2026-04-07,3900.0,0
INS_000305,Société Générale Assurances,Accident corporel seul conducteur,2025-10-15,6000.0,1
INS_000305,Société Générale Assurances,Collision multi-véhicules,2024-11-27,6100.0,1
INS_002136,Macif,Inondation / submersion,2023-11-29,400.0,0
INS_001931,Generali,Dégradation volontaire,2025-08-07,9600.0,0
INS_003890,Allianz,Collision avec piéton,2025-06-02,3200.0,0
INS_005295,Generali,Dégradation volontaire,2024-09-23,2000.0,0
INS_003736,AXA,Collision simple,2024-03-12,2300.0,0
INS_003010,BNP Paribas Cardif,Dommages grêle,2023-06-24,2300.0,0
INS_003010,Groupama,Vol total du véhicule,2025-04-01,4200.0,0
INS_000665,Allianz,Collision multi-véhicules,2025-01-26,9500.0,0
INS_000665,Generali,Collision avec piéton,2024-01-10,5400.0,1
INS_000665,Generali,Tentative de vol avec dégradation,2024-03-04,5300.0,0
INS_000665,AXA,Collision simple,2025-09-10,4500.0,0
INS_000665,Aviva,Tentative de vol avec dégradation,2024-05-07,3600.0,1
INS_005547,AXA,Inondation / submersion,2026-04-27,7000.0,1
INS_001934,Macif,Dégradation volontaire,2025-08-10,5500.0,1
INS_003062,Macif,Stationnement endommagé,2023-09-22,4700.0,0
INS_003062,AXA,Collision multi-véhicules,2026-02-06,6400.0,1
INS_003062,AXA,Stationnement endommagé,2023-09-02,9400.0,0
INS_003062,Groupama,Collision avec animal,2026-04-15,5800.0,0
INS_001962,Société Générale Assurances,Inondation / submersion,2026-02-17,5300.0,0
INS_001962,BNP Paribas Cardif,Incendie accidentel,2024-12-13,10100.0,1
INS_002632,Macif,Bris de glace,2025-10-19,11500.0,0
INS_002880,Allianz,Collision simple,2025-12-25,6400.0,0
INS_002153,BNP Paribas Cardif,Incendie criminel,2026-04-14,6400.0,0
INS_005218,Maif,Inondation / submersion,2024-02-24,3800.0,0
INS_005218,BNP Paribas Cardif,Collision avec piéton,2025-06-06,6500.0,0
INS_005218,Aviva,Vol total du véhicule,2026-02-02,11500.0,1
INS_005218,BNP Paribas Cardif,Dommages grêle,2025-03-24,5500.0,1
INS_001355,Groupama,Dommages grêle,2025-05-27,5000.0,1
INS_001355,Aviva,Stationnement endommagé,2025-07-30,5700.0,0
INS_005942,Generali,Collision simple,2025-03-09,8800.0,1
INS_001249,AXA,Vol à la roulette,2025-11-08,7600.0,0
INS_001249,Aviva,Collision avec piéton,2023-08-17,900.0,0
INS_001249,Allianz,Incendie accidentel,2024-06-20,400.0,0
INS_005440,Macif,Collision avec animal,2025-02-16,17100.0,0
INS_002462,Allianz,Vol total du véhicule,2023-10-02,6100.0,1
INS_002462,Maif,Dommages grêle,2025-05-24,12900.0,0
INS_003754,BNP Paribas Cardif,Collision avec animal,2023-07-22,6000.0,1
INS_003315,Aviva,Incendie accidentel,2025-05-17,8500.0,0
INS_003171,AXA,Stationnement endommagé,2025-07-26,4100.0,0
INS_000292,AXA,Vol à la roulette,2023-12-29,5800.0,0
INS_000292,Maif,Collision simple,2024-03-22,2700.0,0
INS_000462,AXA,Stationnement endommagé,2026-03-17,2100.0,0
INS_005008,Macif,Incendie criminel,2024-12-28,800.0,1
INS_005261,Société Générale Assurances,Dégradation volontaire,2026-01-11,5600.0,1
INS_005261,Groupama,Collision multi-véhicules,2023-07-08,10000.0,0
INS_005261,Aviva,Vol à la roulette,2023-11-13,5800.0,1
INS_002514,BNP Paribas Cardif,Incendie criminel,2025-05-14,1700.0,0
INS_002514,Groupama,Inondation / submersion,2024-08-26,600.0,0
INS_005550,Macif,Dégradation volontaire,2023-11-11,11000.0,0
INS_005444,Groupama,Tentative de vol avec dégradation,2025-03-31,1700.0,0
INS_004715,Generali,Incendie accidentel,2026-03-30,700.0,1
INS_004715,Société Générale Assurances,Vol à la roulette,2025-05-21,2200.0,0
INS_004715,Macif,Collision multi-véhicules,2023-10-20,8300.0,1
INS_000748,AXA,Collision avec piéton,2024-05-27,200.0,0
INS_000748,Maif,Vol total du véhicule,2024-05-23,6400.0,0
INS_001263,AXA,Vol total du véhicule,2025-01-14,13400.0,0
INS_001263,Allianz,Tentative de vol avec dégradation,2023-11-21,200.0,1
INS_003118,BNP Paribas Cardif,Collision avec piéton,2025-02-13,1800.0,1
INS_003118,Groupama,Stationnement endommagé,2026-01-03,200.0,0
INS_000884,BNP Paribas Cardif,Tentative de vol avec dégradation,2026-03-07,7400.0,0
INS_000884,Aviva,Collision simple,2026-02-28,5900.0,1
INS_004969,AXA,Incendie criminel,2025-01-15,6100.0,0
INS_005317,Allianz,Collision avec piéton,2023-09-14,3400.0,1
INS_005317,Aviva,Tentative de vol avec dégradation,2025-03-24,200.0,0
INS_005789,BNP Paribas Cardif,Incendie accidentel,2026-04-21,2100.0,1
INS_005789,Groupama,Vol à la roulette,2025-12-16,2500.0,0
INS_004546,Aviva,Collision avec animal,2025-10-23,4200.0,1
INS_000805,Société Générale Assurances,Incendie accidentel,2024-10-22,3100.0,0
INS_003022,Groupama,Stationnement endommagé,2025-06-12,200.0,0
INS_000830,Macif,Collision avec animal,2025-03-23,3700.0,1
INS_000830,Macif,Accident corporel seul conducteur,2025-01-06,1200.0,1
INS_000830,Maif,Stationnement endommagé,2024-09-26,10700.0,0
INS_000830,Aviva,Dommages grêle,2024-07-22,1300.0,0
INS_002438,Allianz,Stationnement endommagé,2024-04-12,12800.0,1
INS_002438,BNP Paribas Cardif,Bris de glace,2025-02-23,7700.0,0
INS_000792,BNP Paribas Cardif,Tentative de vol avec dégradation,2026-03-16,3900.0,0
INS_000792,AXA,Bris de glace,2026-04-10,7400.0,0
INS_004458,Groupama,Collision avec animal,2024-11-04,7400.0,0
INS_004458,Société Générale Assurances,Incendie criminel,2025-01-15,12400.0,1
INS_004458,Allianz,Collision multi-véhicules,2024-02-26,800.0,0
INS_004458,AXA,Vol à la roulette,2024-10-26,8400.0,0
INS_003038,Allianz,Inondation / submersion,2025-10-12,6000.0,0
INS_003038,Aviva,Inondation / submersion,2023-12-09,11100.0,1
INS_002436,Maif,Incendie criminel,2024-03-08,4000.0,0
INS_000465,BNP Paribas Cardif,Vol total du véhicule,2023-08-20,700.0,0
INS_000465,Maif,Collision multi-véhicules,2023-12-12,3700.0,0
INS_000473,Generali,Bris de glace,2024-05-28,4100.0,1
INS_000473,BNP Paribas Cardif,Tentative de vol avec dégradation,2023-07-16,4700.0,0
INS_002547,Société Générale Assurances,Collision multi-véhicules,2024-03-18,9800.0,0
INS_002547,BNP Paribas Cardif,Collision multi-véhicules,2025-10-19,1900.0,1
INS_002547,AXA,Tentative de vol avec dégradation,2025-04-06,5300.0,0
INS_002547,BNP Paribas Cardif,Dommages grêle,2026-02-02,5900.0,0
INS_004175,BNP Paribas Cardif,Vol à la roulette,2024-09-01,7000.0,0
INS_004960,Generali,Tentative de vol avec dégradation,2025-12-28,2800.0,0
INS_003291,BNP Paribas Cardif,Vol total du véhicule,2025-11-30,5800.0,0
INS_003291,Aviva,Accident corporel seul conducteur,2025-04-04,7500.0,0
INS_005473,Société Générale Assurances,Tentative de vol avec dégradation,2024-11-27,3400.0,0
INS_005473,Allianz,Stationnement endommagé,2025-05-06,1500.0,0
INS_003562,Maif,Dommages grêle,2024-10-05,6500.0,1
INS_003562,Société Générale Assurances,Dégradation volontaire,2026-05-18,4600.0,1
INS_003562,Macif,Dommages grêle,2024-12-21,7100.0,1
INS_003562,Maif,Tentative de vol avec dégradation,2026-03-22,4900.0,0
INS_000064,Aviva,Vol à la roulette,2024-05-22,9000.0,0
INS_000064,Macif,Bris de glace,2024-03-26,4200.0,1
INS_000064,AXA,Accident corporel seul conducteur,2024-12-07,7600.0,0
INS_004523,Société Générale Assurances,Dommages grêle,2026-01-18,3800.0,1
INS_002049,Groupama,Stationnement endommagé,2025-09-03,6000.0,0
INS_005669,Aviva,Incendie criminel,2026-04-19,3900.0,0
INS_004614,Generali,Collision avec animal,2024-02-08,200.0,0
INS_005804,Allianz,Collision simple,2023-05-30,700.0,1
INS_005804,Generali,Incendie accidentel,2026-02-25,6000.0,0
INS_005804,Groupama,Incendie criminel,2026-03-06,4300.0,1
INS_005804,Macif,Collision avec piéton,2023-10-22,7000.0,0
INS_002219,Groupama,Collision simple,2026-03-16,10200.0,0
INS_005927,Aviva,Incendie criminel,2026-05-16,12300.0,0
INS_005927,Generali,Stationnement endommagé,2026-05-08,7400.0,1
INS_005927,Macif,Collision avec animal,2024-08-23,6300.0,1
INS_005927,BNP Paribas Cardif,Accident corporel seul conducteur,2026-01-26,4600.0,1
INS_005927,Aviva,Incendie criminel,2023-05-29,200.0,0
INS_004895,Aviva,Collision multi-véhicules,2024-05-19,9100.0,0
INS_002572,BNP Paribas Cardif,Dégradation volontaire,2025-03-15,14000.0,0
INS_002572,BNP Paribas Cardif,Accident corporel seul conducteur,2023-12-11,3100.0,1
INS_002572,Macif,Dommages grêle,2024-10-04,200.0,0
INS_002572,AXA,Incendie criminel,2025-05-22,7200.0,0
INS_002572,Generali,Accident corporel seul conducteur,2023-08-04,200.0,1
INS_003096,Allianz,Collision multi-véhicules,2025-06-29,2800.0,0
INS_003096,Groupama,Dommages grêle,2024-01-09,8200.0,0
INS_003096,BNP Paribas Cardif,Inondation / submersion,2024-07-12,200.0,0
INS_003096,Macif,Inondation / submersion,2024-02-23,3100.0,0
INS_004638,Macif,Incendie criminel,2025-03-16,200.0,1
INS_004638,Maif,Stationnement endommagé,2023-09-24,6100.0,1
INS_004638,Generali,Tentative de vol avec dégradation,2025-12-01,4700.0,0
INS_003825,Groupama,Inondation / submersion,2025-12-03,2700.0,0
INS_003825,Maif,Accident corporel seul conducteur,2024-12-24,4100.0,0
INS_003788,AXA,Vol à la roulette,2025-10-05,3300.0,0
INS_002954,Société Générale Assurances,Accident corporel seul conducteur,2024-10-31,3700.0,1
INS_002954,AXA,Accident corporel seul conducteur,2024-02-15,8100.0,0
INS_005411,AXA,Incendie criminel,2025-07-21,400.0,0
INS_003510,Groupama,Inondation / submersion,2025-05-28,5200.0,1
INS_003510,Macif,Collision avec piéton,2024-08-14,9100.0,1
INS_005546,Macif,Dommages grêle,2026-02-28,4400.0,0
INS_001315,Maif,Stationnement endommagé,2023-08-10,5400.0,0
INS_001315,Allianz,Accident corporel seul conducteur,2024-06-23,4600.0,1
INS_001315,Groupama,Collision multi-véhicules,2025-01-22,5400.0,0
INS_005491,Aviva,Dégradation volontaire,2024-08-08,5700.0,0
INS_002390,Allianz,Dommages grêle,2025-07-06,200.0,0
INS_002390,Generali,Vol à la roulette,2025-07-02,3700.0,1
INS_000142,Maif,Vol à la roulette,2024-02-13,10200.0,0
INS_000372,BNP Paribas Cardif,Incendie criminel,2026-02-01,10000.0,1
INS_000372,Maif,Collision multi-véhicules,2026-04-18,9200.0,1
INS_000372,Generali,Vol à la roulette,2025-10-31,6100.0,1
INS_000671,Allianz,Bris de glace,2023-06-25,6400.0,0
INS_005955,BNP Paribas Cardif,Accident corporel seul conducteur,2024-08-27,4000.0,0
INS_005955,Société Générale Assurances,Stationnement endommagé,2025-03-28,9400.0,1
INS_005955,Maif,Incendie accidentel,2024-12-14,5400.0,1
INS_001094,Groupama,Collision simple,2025-12-30,9700.0,0
INS_001465,Macif,Collision avec piéton,2026-04-20,3600.0,0
INS_000216,AXA,Collision simple,2023-09-14,4200.0,0
INS_002407,Allianz,Vol total du véhicule,2023-07-03,8600.0,0
INS_000208,Société Générale Assurances,Dégradation volontaire,2025-07-08,8100.0,0
INS_000208,Allianz,Incendie criminel,2024-09-29,5600.0,1
INS_000734,AXA,Collision multi-véhicules,2026-03-03,7700.0,1
INS_002928,Groupama,Accident corporel seul conducteur,2024-02-14,5100.0,0
INS_000210,AXA,Collision simple,2023-07-22,6200.0,0
INS_000210,Société Générale Assurances,Stationnement endommagé,2025-11-28,1700.0,0
INS_000210,Société Générale Assurances,Inondation / submersion,2026-04-12,5500.0,0
INS_000210,Groupama,Accident corporel seul conducteur,2023-12-05,3400.0,0
INS_000210,Allianz,Tentative de vol avec dégradation,2026-01-19,2500.0,1
INS_003955,Generali,Dégradation volontaire,2025-05-08,3200.0,0
INS_003955,Maif,Vol total du véhicule,2025-08-25,4200.0,0
INS_005597,BNP Paribas Cardif,Incendie criminel,2024-11-15,3800.0,0
INS_005597,Generali,Vol à la roulette,2025-01-03,2100.0,0
INS_005169,Macif,Collision multi-véhicules,2025-04-21,4500.0,0
INS_004863,Société Générale Assurances,Incendie criminel,2023-11-19,5500.0,0
INS_002215,Société Générale Assurances,Incendie criminel,2024-04-16,10000.0,0
INS_001399,Generali,Incendie criminel,2026-01-05,200.0,0
INS_001399,BNP Paribas Cardif,Collision avec animal,2024-06-14,4500.0,1
INS_000191,Generali,Incendie criminel,2023-12-18,200.0,0
INS_000191,Société Générale Assurances,Incendie accidentel,2023-08-02,3400.0,0
INS_005006,Aviva,Incendie criminel,2025-10-25,3800.0,0
INS_005006,Maif,Collision avec animal,2023-10-15,6600.0,0
INS_001211,BNP Paribas Cardif,Stationnement endommagé,2023-08-17,8900.0,1
INS_000895,Société Générale Assurances,Collision simple,2025-01-10,4800.0,1
INS_000895,Generali,Collision avec piéton,2023-06-10,6300.0,1
INS_000895,Groupama,Inondation / submersion,2025-01-11,6200.0,0
INS_003761,Macif,Collision multi-véhicules,2023-12-15,4900.0,0
INS_001120,Société Générale Assurances,Vol à la roulette,2026-02-09,2700.0,0
INS_001520,Generali,Inondation / submersion,2025-01-06,200.0,1
INS_001520,Société Générale Assurances,Vol à la roulette,2025-10-16,5700.0,0
INS_001520,Aviva,Accident corporel seul conducteur,2026-02-12,10000.0,1
INS_005970,Société Générale Assurances,Vol total du véhicule,2024-08-24,14600.0,0
INS_005970,AXA,Incendie criminel,2024-05-09,3900.0,0
INS_005970,Generali,Collision simple,2026-01-16,700.0,0
INS_005970,Allianz,Accident corporel seul conducteur,2024-06-09,1900.0,0
INS_004851,Allianz,Collision multi-véhicules,2025-12-25,200.0,0
INS_004851,Société Générale Assurances,Collision avec animal,2024-05-23,10200.0,0
INS_004851,Aviva,Collision avec animal,2024-08-07,3200.0,1
INS_004851,Aviva,Inondation / submersion,2024-02-03,2400.0,1
INS_002463,Maif,Incendie criminel,2024-09-11,3700.0,0
INS_005795,Aviva,Collision avec animal,2025-07-10,3400.0,0
INS_005795,AXA,Collision multi-véhicules,2024-04-14,7600.0,0
INS_005795,BNP Paribas Cardif,Vol à la roulette,2024-12-19,6300.0,1
INS_005795,Groupama,Accident corporel seul conducteur,2023-06-26,6200.0,0
INS_002096,Aviva,Vol à la roulette,2025-04-13,9400.0,0
INS_001426,Maif,Stationnement endommagé,2025-01-18,3700.0,0
INS_001426,BNP Paribas Cardif,Vol à la roulette,2024-12-18,5500.0,0
INS_001536,Generali,Stationnement endommagé,2024-05-31,8200.0,0
INS_001536,Generali,Bris de glace,2023-08-17,2600.0,0
INS_005336,Aviva,Vol total du véhicule,2023-11-29,6000.0,1
INS_005250,Aviva,Collision avec piéton,2025-05-21,12300.0,0
INS_005250,BNP Paribas Cardif,Bris de glace,2025-07-06,3700.0,1
INS_001126,Maif,Vol à la roulette,2024-07-16,200.0,1
INS_002434,AXA,Collision simple,2025-02-24,4900.0,1
