contract_id,insured_id,role
CTR_002009,INS_003021,souscripteur principal
CTR_002010,INS_003022,souscripteur principal
CTR_002010,INS_003932,conjoint
CTR_002011,INS_003024,souscripteur principal
CTR_002012,INS_003027,souscripteur principal
CTR_002013,INS_003029,souscripteur principal
CTR_002014,INS_003031,souscripteur principal
CTR_002014,INS_002434,conducteur secondaire
CTR_002015,INS_003033,souscripteur principal
CTR_002016,INS_003035,souscripteur principal
CTR_002016,INS_004163,enfant
CTR_002017,INS_003037,souscripteur principal
CTR_002017,INS_005811,conducteur secondaire
CTR_002017,INS_001020,enfant
CTR_002018,INS_003039,souscripteur principal
CTR_002019,INS_003040,souscripteur principal
CTR_002020,INS_003042,souscripteur principal
CTR_002021,INS_003043,souscripteur principal
CTR_002021,INS_005831,enfant
CTR_002022,INS_003044,souscripteur principal
CTR_002023,INS_003045,souscripteur principal
CTR_002024,INS_003046,souscripteur principal
CTR_002025,INS_003047,souscripteur principal
CTR_002026,INS_003047,souscripteur principal
CTR_002026,INS_001111,conjoint
CTR_002027,INS_003049,souscripteur principal
CTR_002028,INS_003051,souscripteur principal
CTR_002028,INS_000080,enfant
CTR_002029,INS_003053,souscripteur principal
CTR_002030,INS_003055,souscripteur principal
CTR_002031,INS_003056,souscripteur principal
CTR_002031,INS_003931,conjoint
CTR_002032,INS_003057,souscripteur principal
CTR_002032,INS_005791,conducteur secondaire
CTR_002033,INS_003058,souscripteur principal
CTR_002033,INS_000150,conjoint
CTR_002034,INS_003059,souscripteur principal
CTR_002035,INS_003062,souscripteur principal
CTR_002036,INS_003063,souscripteur principal
CTR_002036,INS_001883,enfant
CTR_002037,INS_003066,souscripteur principal
CTR_002037,INS_000081,conjoint
CTR_002038,INS_003067,souscripteur principal
CTR_002038,INS_002208,conjoint
CTR_002039,INS_003068,souscripteur principal
CTR_002040,INS_003069,souscripteur principal
CTR_002040,INS_003613,enfant
CTR_002041,INS_003070,souscripteur principal
CTR_002042,INS_003071,souscripteur principal
CTR_002043,INS_003072,souscripteur principal
CTR_002043,INS_003025,enfant
CTR_002044,INS_003074,souscripteur principal
CTR_002045,INS_003076,souscripteur principal
CTR_002045,INS_004513,enfant
CTR_002046,INS_003079,souscripteur principal
CTR_002047,INS_003081,souscripteur principal
CTR_002047,INS_004469,conjoint
CTR_002047,INS_005050,enfant
CTR_002048,INS_003082,souscripteur principal
CTR_002049,INS_003083,souscripteur principal
CTR_002050,INS_003083,souscripteur principal
CTR_002050,INS_004638,conducteur secondaire
CTR_002051,INS_003083,souscripteur principal
CTR_002052,INS_003084,souscripteur principal
CTR_002053,INS_003086,souscripteur principal
CTR_002054,INS_003087,souscripteur principal
CTR_002055,INS_003087,souscripteur principal
CTR_002055,INS_004303,conjoint
CTR_002056,INS_003089,souscripteur principal
CTR_002057,INS_003095,souscripteur principal
CTR_002058,INS_003096,souscripteur principal
CTR_002059,INS_003097,souscripteur principal
CTR_002059,INS_005739,enfant
CTR_002060,INS_003098,souscripteur principal
CTR_002061,INS_003100,souscripteur principal
CTR_002062,INS_003101,souscripteur principal
CTR_002063,INS_003103,souscripteur principal
CTR_002064,INS_003104,souscripteur principal
CTR_002065,INS_003105,souscripteur principal
CTR_002066,INS_003106,souscripteur principal
CTR_002067,INS_003107,souscripteur principal
CTR_002067,INS_003769,enfant
CTR_002067,INS_003398,conjoint
CTR_002068,INS_003109,souscripteur principal
CTR_002068,INS_001824,enfant
CTR_002069,INS_003111,souscripteur principal
CTR_002070,INS_003113,souscripteur principal
CTR_002071,INS_003113,souscripteur principal
CTR_002072,INS_003115,souscripteur principal
CTR_002073,INS_003116,souscripteur principal
CTR_002074,INS_003117,souscripteur principal
CTR_002075,INS_003118,souscripteur principal
CTR_002076,INS_003119,souscripteur principal
CTR_002077,INS_003120,souscripteur principal
CTR_002078,INS_003125,souscripteur principal
CTR_002078,INS_003334,conducteur secondaire
CTR_002079,INS_003126,souscripteur principal
CTR_002080,INS_003129,souscripteur principal
CTR_002081,INS_003130,souscripteur principal
CTR_002082,INS_003131,souscripteur principal
CTR_002083,INS_003133,souscripteur principal
CTR_002084,INS_003134,souscripteur principal
CTR_002085,INS_003135,souscripteur principal
CTR_002086,INS_003137,souscripteur principal
CTR_002087,INS_003138,souscripteur principal
CTR_002087,INS_001436,conducteur secondaire
CTR_002088,INS_003139,souscripteur principal
CTR_002089,INS_003141,souscripteur principal
CTR_002090,INS_003142,souscripteur principal
CTR_002091,INS_003143,souscripteur principal
CTR_002092,INS_003144,souscripteur principal
CTR_002093,INS_003146,souscripteur principal
CTR_002094,INS_003148,souscripteur principal
CTR_002095,INS_003149,souscripteur principal
CTR_002096,INS_003150,souscripteur principal
CTR_002097,INS_003151,souscripteur principal
CTR_002097,INS_000136,conjoint
CTR_002098,INS_003152,souscripteur principal
CTR_002099,INS_003155,souscripteur principal
CTR_002099,INS_001473,conducteur secondaire
CTR_002100,INS_003156,souscripteur principal
CTR_002101,INS_003157,souscripteur principal
CTR_002101,INS_001297,conjoint
CTR_002102,INS_003158,souscripteur principal
CTR_002103,INS_003159,souscripteur principal
CTR_002103,INS_001377,conducteur secondaire
CTR_002104,INS_003159,souscripteur principal
CTR_002104,INS_005978,enfant
CTR_002105,INS_003160,souscripteur principal
CTR_002106,INS_003161,souscripteur principal
CTR_002107,INS_003163,souscripteur principal
CTR_002108,INS_003164,souscripteur principal
CTR_002109,INS_003166,souscripteur principal
CTR_002110,INS_003168,souscripteur principal
CTR_002110,INS_003144,conjoint
CTR_002111,INS_003171,souscripteur principal
CTR_002112,INS_003171,souscripteur principal
CTR_002113,INS_003171,souscripteur principal
CTR_002114,INS_003172,souscripteur principal
CTR_002115,INS_003174,souscripteur principal
CTR_002116,INS_003175,souscripteur principal
CTR_002117,INS_003176,souscripteur principal
CTR_002118,INS_003178,souscripteur principal
CTR_002119,INS_003179,souscripteur principal
CTR_002120,INS_003180,souscripteur principal
CTR_002120,INS_003338,conjoint
CTR_002121,INS_003182,souscripteur principal
CTR_002122,INS_003183,souscripteur principal
CTR_002122,INS_002468,conducteur secondaire
CTR_002123,INS_003184,souscripteur principal
CTR_002123,INS_002715,enfant
CTR_002124,INS_003186,souscripteur principal
CTR_002124,INS_002347,conjoint
CTR_002125,INS_003188,souscripteur principal
CTR_002126,INS_003189,souscripteur principal
CTR_002126,INS_001903,conducteur secondaire
CTR_002127,INS_003191,souscripteur principal
CTR_002128,INS_003192,souscripteur principal
CTR_002129,INS_003193,souscripteur principal
CTR_002130,INS_003194,souscripteur principal
CTR_002131,INS_003198,souscripteur principal
CTR_002132,INS_003198,souscripteur principal
CTR_002133,INS_003200,souscripteur principal
CTR_002134,INS_003202,souscripteur principal
CTR_002134,INS_003282,conjoint
CTR_002135,INS_003204,souscripteur principal
CTR_002136,INS_003207,souscripteur principal
CTR_002137,INS_003208,souscripteur principal
CTR_002137,INS_003935,conjoint
CTR_002138,INS_003210,souscripteur principal
CTR_002139,INS_003211,souscripteur principal
CTR_002140,INS_003211,souscripteur principal
CTR_002141,INS_003212,souscripteur principal
CTR_002141,INS_000017,enfant
CTR_002142,INS_003213,souscripteur principal
CTR_002142,INS_000700,conjoint
CTR_002143,INS_003215,souscripteur principal
CTR_002144,INS_003217,souscripteur principal
CTR_002145,INS_003218,souscripteur principal
CTR_002145,INS_004428,conjoint
CTR_002146,INS_003218,souscripteur principal
CTR_002146,INS_000958,enfant
CTR_002146,INS_001282,enfant
CTR_002147,INS_003219,souscripteur principal
CTR_002148,INS_003222,souscripteur principal
CTR_002149,INS_003224,souscripteur principal
CTR_002150,INS_003228,souscripteur principal
CTR_002151,INS_003229,souscripteur principal
CTR_002152,INS_003230,souscripteur principal
CTR_002152,INS_001703,conjoint
CTR_002153,INS_003232,souscripteur principal
CTR_002154,INS_003234,souscripteur principal
CTR_002155,INS_003235,souscripteur principal
CTR_002156,INS_003236,souscripteur principal
CTR_002157,INS_003237,souscripteur principal
CTR_002158,INS_003238,souscripteur principal
CTR_002159,INS_003239,souscripteur principal
CTR_002160,INS_003241,souscripteur principal
CTR_002160,INS_002116,enfant
CTR_002160,INS_002385,conducteur secondaire
CTR_002161,INS_003241,souscripteur principal
CTR_002162,INS_003242,souscripteur principal
CTR_002163,INS_003243,souscripteur principal
CTR_002163,INS_002324,conducteur secondaire
CTR_002164,INS_003245,souscripteur principal
CTR_002164,INS_001314,conducteur secondaire
CTR_002165,INS_003246,souscripteur principal
CTR_002166,INS_003247,souscripteur principal
CTR_002167,INS_003249,souscripteur principal
CTR_002168,INS_003252,souscripteur principal
CTR_002169,INS_003253,souscripteur principal
CTR_002170,INS_003256,souscripteur principal
CTR_002171,INS_003259,souscripteur principal
CTR_002172,INS_003259,souscripteur principal
CTR_002173,INS_003259,souscripteur principal
CTR_002173,INS_000622,conducteur secondaire
CTR_002174,INS_003260,souscripteur principal
CTR_002175,INS_003262,souscripteur principal
CTR_002176,INS_003264,souscripteur principal
CTR_002177,INS_003265,souscripteur principal
CTR_002178,INS_003266,souscripteur principal
CTR_002179,INS_003268,souscripteur principal
CTR_002180,INS_003269,souscripteur principal
CTR_002181,INS_003272,souscripteur principal
CTR_002181,INS_005580,conducteur secondaire
CTR_002182,INS_003274,souscripteur principal
CTR_002183,INS_003275,souscripteur principal
CTR_002184,INS_003278,souscripteur principal
CTR_002185,INS_003279,souscripteur principal
CTR_002186,INS_003280,souscripteur principal
CTR_002187,INS_003282,souscripteur principal
CTR_002188,INS_003285,souscripteur principal
CTR_002189,INS_003286,souscripteur principal
CTR_002190,INS_003287,souscripteur principal
CTR_002191,INS_003288,souscripteur principal
CTR_002191,INS_001674,conjoint
CTR_002192,INS_003289,souscripteur principal
CTR_002193,INS_003291,souscripteur principal
CTR_002194,INS_003291,souscripteur principal
CTR_002194,INS_004619,conjoint
CTR_002195,INS_003292,souscripteur principal
CTR_002196,INS_003293,souscripteur principal
CTR_002197,INS_003296,souscripteur principal
CTR_002197,INS_001444,conjoint
CTR_002197,INS_001322,conducteur secondaire
CTR_002198,INS_003300,souscripteur principal
CTR_002199,INS_003301,souscripteur principal
CTR_002199,INS_005855,enfant
CTR_002200,INS_003302,souscripteur principal
CTR_002201,INS_003303,souscripteur principal
CTR_002202,INS_003304,souscripteur principal
CTR_002203,INS_003305,souscripteur principal
CTR_002204,INS_003306,souscripteur principal
CTR_002204,INS_001404,conjoint
CTR_002205,INS_003307,souscripteur principal
CTR_002205,INS_000837,enfant
CTR_002206,INS_003311,souscripteur principal
CTR_002207,INS_003312,souscripteur principal
CTR_002208,INS_003313,souscripteur principal
CTR_002209,INS_003314,souscripteur principal
CTR_002209,INS_004158,conducteur secondaire
CTR_002209,INS_002381,conjoint
CTR_002210,INS_003315,souscripteur principal
CTR_002211,INS_003317,souscripteur principal
CTR_002212,INS_003317,souscripteur principal
CTR_002213,INS_003320,souscripteur principal
CTR_002213,INS_004097,conducteur secondaire
CTR_002214,INS_003321,souscripteur principal
CTR_002215,INS_003322,souscripteur principal
CTR_002215,INS_001375,conducteur secondaire
CTR_002216,INS_003324,souscripteur principal
CTR_002216,INS_001087,conjoint
CTR_002217,INS_003325,souscripteur principal
CTR_002218,INS_003326,souscripteur principal
CTR_002219,INS_003329,souscripteur principal
CTR_002220,INS_003330,souscripteur principal
CTR_002220,INS_004431,conjoint
CTR_002220,INS_004099,enfant
CTR_002221,INS_003332,souscripteur principal
CTR_002222,INS_003334,souscripteur principal
CTR_002223,INS_003335,souscripteur principal
CTR_002223,INS_003255,enfant
CTR_002224,INS_003336,souscripteur principal
CTR_002225,INS_003337,souscripteur principal
CTR_002225,INS_005415,conducteur secondaire
CTR_002226,INS_003338,souscripteur principal
CTR_002227,INS_003340,souscripteur principal
CTR_002228,INS_003340,souscripteur principal
CTR_002228,INS_004016,conjoint
CTR_002228,INS_004889,enfant
CTR_002229,INS_003341,souscripteur principal
CTR_002230,INS_003343,souscripteur principal
CTR_002231,INS_003344,souscripteur principal
CTR_002232,INS_003345,souscripteur principal
CTR_002232,INS_002870,conjoint
CTR_002232,INS_001746,conducteur secondaire
CTR_002233,INS_003346,souscripteur principal
CTR_002234,INS_003347,souscripteur principal
CTR_002234,INS_004384,conducteur secondaire
CTR_002235,INS_003348,souscripteur principal
CTR_002236,INS_003353,souscripteur principal
CTR_002237,INS_003354,souscripteur principal
CTR_002238,INS_003354,souscripteur principal
CTR_002238,INS_003120,conducteur secondaire
CTR_002239,INS_003354,souscripteur principal
CTR_002240,INS_003355,souscripteur principal
CTR_002240,INS_000817,enfant
CTR_002241,INS_003356,souscripteur principal
CTR_002242,INS_003358,souscripteur principal
CTR_002243,INS_003359,souscripteur principal
CTR_002244,INS_003361,souscripteur principal
CTR_002245,INS_003365,souscripteur principal
CTR_002245,INS_002227,enfant
CTR_002246,INS_003367,souscripteur principal
CTR_002246,INS_002870,conjoint
CTR_002247,INS_003368,souscripteur principal
CTR_002247,INS_002753,conjoint
CTR_002248,INS_003369,souscripteur principal
CTR_002248,INS_002150,conjoint
CTR_002249,INS_003369,souscripteur principal
CTR_002250,INS_003370,souscripteur principal
CTR_002251,INS_003371,souscripteur principal
CTR_002252,INS_003373,souscripteur principal
CTR_002253,INS_003375,souscripteur principal
CTR_002254,INS_003376,souscripteur principal
CTR_002254,INS_001754,enfant
CTR_002255,INS_003378,souscripteur principal
CTR_002256,INS_003379,souscripteur principal
CTR_002256,INS_000813,conjoint
CTR_002257,INS_003380,souscripteur principal
CTR_002257,INS_002979,conjoint
CTR_002258,INS_003381,souscripteur principal
CTR_002259,INS_003386,souscripteur principal
CTR_002259,INS_004984,enfant
CTR_002260,INS_003388,souscripteur principal
CTR_002261,INS_003388,souscripteur principal
CTR_002262,INS_003389,souscripteur principal
CTR_002262,INS_002783,conducteur secondaire
CTR_002262,INS_005970,enfant
CTR_002263,INS_003390,souscripteur principal
CTR_002263,INS_000388,conjoint
CTR_002264,INS_003391,souscripteur principal
CTR_002264,INS_002756,enfant
CTR_002265,INS_003393,souscripteur principal
CTR_002266,INS_003394,souscripteur principal
CTR_002266,INS_000964,enfant
CTR_002267,INS_003397,souscripteur principal
CTR_002268,INS_003399,souscripteur principal
CTR_002268,INS_003891,conjoint
CTR_002269,INS_003402,souscripteur principal
CTR_002270,INS_003406,souscripteur principal
CTR_002270,INS_005550,enfant
CTR_002271,INS_003407,souscripteur principal
CTR_002271,INS_002580,enfant
CTR_002272,INS_003407,souscripteur principal
CTR_002273,INS_003408,souscripteur principal
CTR_002274,INS_003409,souscripteur principal
CTR_002275,INS_003410,souscripteur principal
CTR_002276,INS_003411,souscripteur principal
CTR_002277,INS_003414,souscripteur principal
CTR_002278,INS_003415,souscripteur principal
CTR_002279,INS_003420,souscripteur principal
CTR_002279,INS_001217,conjoint
CTR_002279,INS_005069,conducteur secondaire
CTR_002280,INS_003421,souscripteur principal
CTR_002281,INS_003422,souscripteur principal
CTR_002282,INS_003423,souscripteur principal
CTR_002283,INS_003424,souscripteur principal
CTR_002284,INS_003425,souscripteur principal
CTR_002285,INS_003427,souscripteur principal
CTR_002285,INS_003336,conjoint
CTR_002286,INS_003429,souscripteur principal
CTR_002287,INS_003430,souscripteur principal
CTR_002288,INS_003431,souscripteur principal
CTR_002289,INS_003432,souscripteur principal
CTR_002289,INS_005092,conducteur secondaire
CTR_002290,INS_003433,souscripteur principal
CTR_002291,INS_003435,souscripteur principal
CTR_002292,INS_003436,souscripteur principal
CTR_002292,INS_000316,conducteur secondaire
CTR_002293,INS_003437,souscripteur principal
CTR_002294,INS_003438,souscripteur principal
CTR_002294,INS_001392,enfant
CTR_002295,INS_003439,souscripteur principal
CTR_002295,INS_000913,conducteur secondaire
CTR_002295,INS_003197,conducteur secondaire
CTR_002296,INS_003440,souscripteur principal
CTR_002297,INS_003441,souscripteur principal
CTR_002298,INS_003442,souscripteur principal
CTR_002299,INS_003444,souscripteur principal
CTR_002300,INS_003445,souscripteur principal
CTR_002300,INS_002488,conducteur secondaire
CTR_002301,INS_003446,souscripteur principal
CTR_002302,INS_003448,souscripteur principal
CTR_002302,INS_004876,conjoint
CTR_002303,INS_003450,souscripteur principal
CTR_002303,INS_005009,conducteur secondaire
CTR_002304,INS_003454,souscripteur principal
CTR_002305,INS_003457,souscripteur principal
CTR_002306,INS_003459,souscripteur principal
CTR_002306,INS_004282,conducteur secondaire
CTR_002307,INS_003460,souscripteur principal
CTR_002308,INS_003461,souscripteur principal
CTR_002309,INS_003463,souscripteur principal
CTR_002310,INS_003467,souscripteur principal
CTR_002311,INS_003467,souscripteur principal
CTR_002311,INS_004406,conjoint
CTR_002312,INS_003468,souscripteur principal
CTR_002312,INS_005842,conducteur secondaire
CTR_002313,INS_003470,souscripteur principal
CTR_002314,INS_003474,souscripteur principal
CTR_002315,INS_003475,souscripteur principal
CTR_002315,INS_001918,conducteur secondaire
CTR_002316,INS_003481,souscripteur principal
CTR_002316,INS_000672,enfant
CTR_002317,INS_003484,souscripteur principal
CTR_002318,INS_003485,souscripteur principal
CTR_002319,INS_003486,souscripteur principal
CTR_002319,INS_004187,enfant
CTR_002320,INS_003491,souscripteur principal
CTR_002321,INS_003493,souscripteur principal
CTR_002322,INS_003494,souscripteur principal
CTR_002323,INS_003496,souscripteur principal
CTR_002324,INS_003498,souscripteur principal
CTR_002325,INS_003500,souscripteur principal
CTR_002326,INS_003501,souscripteur principal
CTR_002327,INS_003505,souscripteur principal
CTR_002328,INS_003506,souscripteur principal
CTR_002329,INS_003507,souscripteur principal
CTR_002329,INS_002154,conjoint
CTR_002330,INS_003512,souscripteur principal
CTR_002331,INS_003515,souscripteur principal
CTR_002332,INS_003516,souscripteur principal
CTR_002333,INS_003517,souscripteur principal
CTR_002334,INS_003518,souscripteur principal
CTR_002335,INS_003519,souscripteur principal
CTR_002336,INS_003520,souscripteur principal
CTR_002336,INS_000537,conjoint
CTR_002337,INS_003524,souscripteur principal
CTR_002338,INS_003526,souscripteur principal
CTR_002338,INS_002676,conducteur secondaire
CTR_002339,INS_003527,souscripteur principal
CTR_002340,INS_003528,souscripteur principal
CTR_002341,INS_003530,souscripteur principal
CTR_002341,INS_002056,conducteur secondaire
CTR_002342,INS_003532,souscripteur principal
CTR_002343,INS_003533,souscripteur principal
CTR_002343,INS_000852,conjoint
CTR_002343,INS_003456,conducteur secondaire
CTR_002344,INS_003534,souscripteur principal
CTR_002345,INS_003535,souscripteur principal
CTR_002346,INS_003536,souscripteur principal
CTR_002347,INS_003537,souscripteur principal
CTR_002348,INS_003538,souscripteur principal
CTR_002348,INS_004143,conducteur secondaire
CTR_002348,INS_001594,conducteur secondaire
CTR_002349,INS_003539,souscripteur principal
CTR_002350,INS_003540,souscripteur principal
CTR_002351,INS_003543,souscripteur principal
CTR_002351,INS_004191,conjoint
CTR_002351,INS_003489,enfant
CTR_002352,INS_003544,souscripteur principal
CTR_002353,INS_003544,souscripteur principal
CTR_002354,INS_003547,souscripteur principal
CTR_002355,INS_003549,souscripteur principal
CTR_002356,INS_003550,souscripteur principal
CTR_002357,INS_003552,souscripteur principal
CTR_002358,INS_003552,souscripteur principal
CTR_002358,INS_004157,enfant
CTR_002359,INS_003553,souscripteur principal
CTR_002360,INS_003556,souscripteur principal
CTR_002361,INS_003558,souscripteur principal
CTR_002361,INS_001591,conjoint
CTR_002362,INS_003559,souscripteur principal
CTR_002363,INS_003559,souscripteur principal
CTR_002364,INS_003559,souscripteur principal
CTR_002364,INS_002646,conducteur secondaire
CTR_002364,INS_002606,conducteur secondaire
CTR_002365,INS_003561,souscripteur principal
CTR_002366,INS_003562,souscripteur principal
CTR_002367,INS_003564,souscripteur principal
CTR_002368,INS_003565,souscripteur principal
CTR_002369,INS_003565,souscripteur principal
CTR_002370,INS_003567,souscripteur principal
CTR_002370,INS_002801,enfant
CTR_002371,INS_003567,souscripteur principal
CTR_002372,INS_003568,souscripteur principal
CTR_002372,INS_005488,conjoint
CTR_002373,INS_003569,souscripteur principal
CTR_002374,INS_003570,souscripteur principal
CTR_002374,INS_003394,conducteur secondaire
CTR_002375,INS_003574,souscripteur principal
CTR_002375,INS_005891,conjoint
CTR_002376,INS_003574,souscripteur principal
CTR_002376,INS_003821,enfant
CTR_002377,INS_003577,souscripteur principal
CTR_002378,INS_003577,souscripteur principal
CTR_002379,INS_003578,souscripteur principal
CTR_002379,INS_005948,conducteur secondaire
CTR_002379,INS_003489,conducteur secondaire
CTR_002380,INS_003579,souscripteur principal
CTR_002381,INS_003582,souscripteur principal
CTR_002382,INS_003584,souscripteur principal
CTR_002382,INS_005263,conducteur secondaire
CTR_002383,INS_003585,souscripteur principal
CTR_002383,INS_003137,conjoint
CTR_002384,INS_003587,souscripteur principal
CTR_002385,INS_003588,souscripteur principal
CTR_002385,INS_005112,enfant
CTR_002386,INS_003590,souscripteur principal
CTR_002387,INS_003594,souscripteur principal
CTR_002388,INS_003596,souscripteur principal
CTR_002388,INS_001031,conducteur secondaire
CTR_002389,INS_003597,souscripteur principal
CTR_002389,INS_004816,conjoint
CTR_002389,INS_000218,conjoint
CTR_002390,INS_003598,souscripteur principal
CTR_002391,INS_003600,souscripteur principal
CTR_002392,INS_003602,souscripteur principal
CTR_002393,INS_003602,souscripteur principal
CTR_002394,INS_003603,souscripteur principal
CTR_002394,INS_002274,enfant
CTR_002395,INS_003605,souscripteur principal
CTR_002395,INS_000321,conducteur secondaire
CTR_002396,INS_003606,souscripteur principal
CTR_002396,INS_003292,enfant
CTR_002396,INS_002532,enfant
CTR_002397,INS_003607,souscripteur principal
CTR_002397,INS_001317,conjoint
CTR_002398,INS_003608,souscripteur principal
CTR_002399,INS_003609,souscripteur principal
CTR_002400,INS_003611,souscripteur principal
CTR_002400,INS_001726,enfant
CTR_002401,INS_003612,souscripteur principal
CTR_002402,INS_003613,souscripteur principal
CTR_002402,INS_001843,conjoint
CTR_002403,INS_003614,souscripteur principal
CTR_002404,INS_003616,souscripteur principal
CTR_002405,INS_003617,souscripteur principal
CTR_002406,INS_003618,souscripteur principal
CTR_002407,INS_003619,souscripteur principal
CTR_002407,INS_004188,conducteur secondaire
CTR_002408,INS_003622,souscripteur principal
CTR_002408,INS_005618,conjoint
CTR_002409,INS_003623,souscripteur principal
CTR_002410,INS_003624,souscripteur principal
CTR_002410,INS_005163,conjoint
CTR_002411,INS_003624,souscripteur principal
CTR_002411,INS_003227,conducteur secondaire
CTR_002412,INS_003625,souscripteur principal
CTR_002413,INS_003627,souscripteur principal
CTR_002414,INS_003632,souscripteur principal
CTR_002415,INS_003635,souscripteur principal
CTR_002416,INS_003636,souscripteur principal
CTR_002417,INS_003640,souscripteur principal
CTR_002418,INS_003641,souscripteur principal
CTR_002419,INS_003642,souscripteur principal
CTR_002420,INS_003642,souscripteur principal
CTR_002420,INS_000676,conjoint
CTR_002421,INS_003644,souscripteur principal
CTR_002422,INS_003646,souscripteur principal
CTR_002423,INS_003647,souscripteur principal
CTR_002424,INS_003648,souscripteur principal
CTR_002425,INS_003653,souscripteur principal
CTR_002426,INS_003654,souscripteur principal
CTR_002427,INS_003655,souscripteur principal
CTR_002428,INS_003657,souscripteur principal
CTR_002429,INS_003659,souscripteur principal
CTR_002430,INS_003660,souscripteur principal
CTR_002431,INS_003661,souscripteur principal
CTR_002432,INS_003662,souscripteur principal
CTR_002433,INS_003664,souscripteur principal
CTR_002433,INS_004755,conjoint
CTR_002434,INS_003665,souscripteur principal
CTR_002435,INS_003665,souscripteur principal
CTR_002435,INS_004049,enfant
CTR_002435,INS_003984,conducteur secondaire
CTR_002436,INS_003666,souscripteur principal
CTR_002437,INS_003667,souscripteur principal
CTR_002438,INS_003668,souscripteur principal
CTR_002438,INS_002417,conjoint
CTR_002439,INS_003669,souscripteur principal
CTR_002440,INS_003670,souscripteur principal
CTR_002440,INS_001263,conjoint
CTR_002441,INS_003671,souscripteur principal
CTR_002441,INS_004702,conjoint
CTR_002442,INS_003671,souscripteur principal
CTR_002443,INS_003675,souscripteur principal
CTR_002444,INS_003676,souscripteur principal
CTR_002445,INS_003676,souscripteur principal
CTR_002446,INS_003679,souscripteur principal
CTR_002447,INS_003681,souscripteur principal
CTR_002447,INS_003942,conjoint
CTR_002448,INS_003682,souscripteur principal
CTR_002448,INS_003802,conducteur secondaire
CTR_002448,INS_003231,conjoint
CTR_002449,INS_003685,souscripteur principal
CTR_002450,INS_003685,souscripteur principal
CTR_002451,INS_003686,souscripteur principal
CTR_002452,INS_003688,souscripteur principal
CTR_002452,INS_001742,enfant
CTR_002453,INS_003689,souscripteur principal
CTR_002454,INS_003692,souscripteur principal
CTR_002454,INS_000397,conducteur secondaire
CTR_002455,INS_003696,souscripteur principal
CTR_002455,INS_000365,conjoint
CTR_002456,INS_003697,souscripteur principal
CTR_002457,INS_003700,souscripteur principal
CTR_002457,INS_002406,conducteur secondaire
CTR_002458,INS_003700,souscripteur principal
CTR_002459,INS_003702,souscripteur principal
CTR_002460,INS_003703,souscripteur principal
CTR_002461,INS_003704,souscripteur principal
CTR_002462,INS_003705,souscripteur principal
CTR_002463,INS_003707,souscripteur principal
CTR_002464,INS_003708,souscripteur principal
CTR_002465,INS_003709,souscripteur principal
CTR_002466,INS_003710,souscripteur principal
CTR_002467,INS_003711,souscripteur principal
CTR_002467,INS_001657,conjoint
CTR_002468,INS_003716,souscripteur principal
CTR_002468,INS_001679,conjoint
CTR_002469,INS_003717,souscripteur principal
CTR_002470,INS_003718,souscripteur principal
CTR_002471,INS_003719,souscripteur principal
CTR_002472,INS_003720,souscripteur principal
CTR_002473,INS_003721,souscripteur principal
CTR_002474,INS_003725,souscripteur principal
CTR_002475,INS_003726,souscripteur principal
CTR_002475,INS_002349,conjoint
CTR_002476,INS_003729,souscripteur principal
CTR_002477,INS_003730,souscripteur principal
CTR_002477,INS_005221,conjoint
CTR_002478,INS_003731,souscripteur principal
CTR_002479,INS_003732,souscripteur principal
CTR_002480,INS_003733,souscripteur principal
CTR_002481,INS_003734,souscripteur principal
CTR_002482,INS_003736,souscripteur principal
CTR_002482,INS_003346,enfant
CTR_002483,INS_003737,souscripteur principal
CTR_002484,INS_003739,souscripteur principal
CTR_002485,INS_003740,souscripteur principal
CTR_002486,INS_003741,souscripteur principal
CTR_002486,INS_001554,enfant
CTR_002487,INS_003742,souscripteur principal
CTR_002487,INS_005522,conjoint
CTR_002488,INS_003744,souscripteur principal
CTR_002488,INS_001071,conducteur secondaire
CTR_002488,INS_004335,conducteur secondaire
CTR_002489,INS_003750,souscripteur principal
CTR_002490,INS_003751,souscripteur principal
CTR_002490,INS_002375,enfant
CTR_002491,INS_003752,souscripteur principal
CTR_002492,INS_003755,souscripteur principal
CTR_002492,INS_003385,conjoint
CTR_002493,INS_003756,souscripteur principal
CTR_002493,INS_003002,conducteur secondaire
CTR_002494,INS_003759,souscripteur principal
CTR_002495,INS_003763,souscripteur principal
CTR_002495,INS_000558,conjoint
CTR_002495,INS_000544,enfant
CTR_002496,INS_003764,souscripteur principal
CTR_002497,INS_003764,souscripteur principal
CTR_002497,INS_000664,conducteur secondaire
CTR_002498,INS_003765,souscripteur principal
CTR_002498,INS_004851,enfant
CTR_002499,INS_003766,souscripteur principal
CTR_002500,INS_003768,souscripteur principal
CTR_002501,INS_003769,souscripteur principal
CTR_002502,INS_003770,souscripteur principal
CTR_002502,INS_004725,conducteur secondaire
CTR_002503,INS_003771,souscripteur principal
CTR_002504,INS_003773,souscripteur principal
CTR_002505,INS_003774,souscripteur principal
CTR_002505,INS_003176,conducteur secondaire
CTR_002506,INS_003775,souscripteur principal
CTR_002507,INS_003777,souscripteur principal
CTR_002507,INS_000476,conducteur secondaire
CTR_002508,INS_003779,souscripteur principal
CTR_002508,INS_005109,conducteur secondaire
CTR_002509,INS_003781,souscripteur principal
CTR_002509,INS_002956,enfant
CTR_002509,INS_005428,enfant
