claim_id,contract_id,insured_id,incident_type,incident_severity,incident_date,incident_hour,incident_day_of_week,declaration_delay_days,declaration_date,region,vehicle_brand,vehicle_age,contract_type,annual_premium,total_claim_amount,driver_age,months_as_customer,annual_income,profession,witnesses,prior_claims,bodily_injuries,police_report,garage_id,expert_id,garage_sra_certified,expert_certified,is_covered,claims_last_36m_agira,agira_ext_count,blacklisted,incident_description,description_word_count,fraud_reported,fraud_indicators,suspicious_points
CLM_006419,CTR_003631,INS_005469,Stationnement endommagé,modéré,2023-06-03,15,5,1,2023-06-04,Grand Est,Tesla,4,Tous risques,516.0,1300.0,66,44,41800.0,cadre,0,2,1,Oui,GAR_0022,EXP_014,True,True,True,1,0,False,Sinistre de type Stationnement endommagé survenu à Sainte FrançoiseVille. Dommages évalués à 1300€.,13,1,"['sinistre antidaté', 'sinistre fictif déclaré']",1.3
CLM_006420,CTR_002543,INS_003833,Bris de glace,important,2024-10-19,20,5,1,2024-10-20,Auvergne-Rhône-Alpes,BMW,2,Tous risques,1848.6,300.0,58,54,28900.0,infirmier,1,2,0,Oui,GAR_0028,AUCUN,True,True,True,3,0,False,Projection de gravillon sur l'autoroute rue Françoise Cohen. Pare-brise fissuré.,10,0,[],3.0
CLM_006421,CTR_001942,INS_002909,Collision multi-véhicules,mineur,2023-03-12,7,6,30,2023-04-11,Île-de-France,Opel,14,Au tiers,200.0,6700.0,22,67,16300.0,chef d'entreprise,0,1,1,Oui,GAR_0025,AUCUN,False,True,False,2,0,False,Sinistre de type Collision multi-véhicules survenu à Baudry-la-Forêt. Dommages évalués à 6700€.,12,1,"['sinistre fictif déclaré', 'fausse déclaration de blessé']",3.8
CLM_006422,CTR_000097,INS_000144,Collision simple,modéré,2023-07-02,13,6,0,2023-07-02,Île-de-France,Fiat,2,Tous risques,450.0,5700.0,49,63,13800.0,ouvrier,0,3,2,Non,GAR_0049,EXP_017,True,True,True,3,0,False,Collision avec un autre véhicule sur la chemin Nathalie Blot. Dommages sur le côté avant.,15,1,['réseau organisé de faux témoins'],3.3
CLM_006423,CTR_003556,INS_005364,Collision simple,modéré,2023-08-07,8,0,30,2023-09-06,Auvergne-Rhône-Alpes,Skoda,3,Tiers étendu,513.0,3000.0,55,2,27000.0,chauffeur,1,0,0,Oui,GAR_0002,EXP_004,False,False,False,3,0,False,Collision avec un autre véhicule sur la rue Alexandre Costa. Dommages sur le côté gauche.,15,1,['expert complaisant'],5.0
CLM_006424,CTR_001421,INS_002110,Stationnement endommagé,important,2024-05-14,12,1,7,2024-05-21,Normandie,Citroën,5,Tiers + vol/incendie,413.0,1100.0,79,48,20200.0,retraité,1,0,1,Non,GAR_0021,AUCUN,False,True,False,2,1,False,Sinistre de type Stationnement endommagé survenu à PagesVille. Dommages évalués à 1100€.,12,1,"['réseau organisé de faux témoins', 'fausse déclaration de tiers']",4.2
CLM_006425,CTR_002265,INS_003393,Bris de glace,important,2023-01-12,9,3,3,2023-01-15,Auvergne-Rhône-Alpes,Ford,7,Tiers étendu,842.4,900.0,39,2,32200.0,technicien,0,0,0,Non,GAR_0022,AUCUN,True,True,True,1,0,False,Projection de gravillon sur l'autoroute rue Blot. Pare-brise fissuré.,9,0,[],2.7
CLM_006426,CTR_001141,INS_001702,Collision multi-véhicules,modéré,2023-07-22,15,5,3,2023-07-25,Bretagne,Skoda,10,Tiers étendu,576.0,4500.0,30,37,43400.0,commercial,1,0,1,Oui,GAR_0035,AUCUN,True,True,False,2,2,False,Sinistre de type Collision multi-véhicules survenu à GarnierVille. Dommages évalués à 4500€.,12,0,[],2.3
CLM_006427,CTR_002198,INS_003300,Stationnement endommagé,modéré,2022-05-24,7,1,7,2022-05-31,Nouvelle-Aquitaine,Peugeot,7,Tous risques,450.0,1000.0,71,67,63400.0,commerçant,2,0,1,Non,GAR_0012,AUCUN,True,True,True,1,0,False,Sinistre de type Stationnement endommagé survenu à Sainte Véronique. Dommages évalués à 1000€.,13,0,[],0.0
CLM_006428,CTR_000816,INS_001245,Stationnement endommagé,modéré,2022-05-25,14,2,2,2022-05-27,Auvergne-Rhône-Alpes,Volvo,5,Au tiers,415.0,900.0,49,52,19500.0,agriculteur,0,3,0,Non,GAR_0003,EXP_015,True,True,False,0,0,False,Sinistre de type Stationnement endommagé survenu à Delmas-sur-Bailly. Dommages évalués à 900€.,12,0,[],3.0
CLM_006429,CTR_002827,INS_004252,Incendie criminel,mineur,2023-12-22,14,4,1,2023-12-23,Normandie,Skoda,17,Au tiers,207.5,16400.0,77,60,78400.0,cadre supérieur,2,1,0,Oui,GAR_0041,EXP_015,True,True,False,0,1,False,Vehicule incendié volontairement dans la nuit. PV de police joint.,10,0,[],2.0
CLM_006430,CTR_002121,INS_003182,Collision avec animal,mineur,2022-11-14,9,0,30,2022-12-14,Provence-Alpes-Côte d'Azur,Dacia,3,Tous risques,920.4,4200.0,27,1,35400.0,agriculteur,0,0,0,Oui,GAR_0031,EXP_001,False,True,True,2,1,False,Sinistre de type Collision avec animal survenu à Raymondboeuf. Dommages évalués à 4200€.,13,0,[],1.5
CLM_006431,CTR_002245,INS_003365,Collision simple,mineur,2022-03-13,12,6,14,2022-03-27,Auvergne-Rhône-Alpes,Ford,4,Tous risques,618.0,3200.0,59,5,19900.0,agriculteur,0,0,0,Non,GAR_0003,EXP_001,True,True,True,1,0,False,Accrochage en sortie de parking. 0 témoin(s) présent(s).,8,0,[],1.3
CLM_006432,CTR_000072,INS_000110,Stationnement endommagé,modéré,2024-04-27,19,5,0,2024-04-27,Île-de-France,Fiat,5,Au tiers,632.5,700.0,34,9,14500.0,étudiant,0,1,0,Non,GAR_0033,AUCUN,False,True,False,0,0,False,Sinistre de type Stationnement endommagé survenu à Vincent. Dommages évalués à 700€.,12,1,"['conducteur substitué', 'sinistre antidaté']",2.8
CLM_006433,CTR_003389,INS_005107,Dommages grêle,mineur,2022-03-23,14,2,2,2022-03-25,Bourgogne-Franche-Comté,Kia,15,Au tiers,200.0,1800.0,56,40,34900.0,cadre,0,0,1,Non,GAR_0029,AUCUN,True,True,False,1,0,False,Sinistre de type Dommages grêle survenu à Lemaître-la-Forêt. Dommages évalués à 1800€.,12,0,[],2.0
CLM_006434,CTR_002189,INS_003286,Dommages grêle,modéré,2022-11-09,11,2,14,2022-11-23,Grand Est,Volvo,16,Tous risques,200.0,1600.0,46,48,149800.0,médecin,0,0,0,Oui,GAR_0023,AUCUN,True,True,True,3,0,False,Sinistre de type Dommages grêle survenu à Sainte Étienne-les-Bains. Dommages évalués à 1600€.,13,0,[],2.0
CLM_006435,CTR_001196,INS_001778,Collision simple,mineur,2024-05-07,16,1,0,2024-05-07,Île-de-France,Nissan,10,Au tiers,247.25,7100.0,32,58,24100.0,artisan,0,2,0,Non,GAR_0045,AUCUN,True,True,False,0,1,False,Collision avec un autre véhicule sur la avenue de Grenier. Dommages sur le côté droit.,15,0,[],4.0
CLM_006436,CTR_000644,INS_000988,Collision simple,modéré,2024-04-11,9,3,7,2024-04-18,Normandie,Mercedes,6,Tous risques,690.0,3500.0,59,17,18400.0,artisan,1,0,0,Non,GAR_0021,EXP_020,False,True,True,2,0,False,Collision avec un autre véhicule sur la boulevard Carpentier. Dommages sur le côté droit.,14,0,[],0.5
CLM_006437,CTR_001956,INS_002931,Dégradation volontaire,modéré,2024-09-19,4,3,0,2024-09-19,Bourgogne-Franche-Comté,Toyota,5,Au tiers,302.25,700.0,36,57,125900.0,médecin,3,2,1,Oui,GAR_0010,EXP_009,True,True,False,3,0,False,Sinistre de type Dégradation volontaire survenu à Garnier. Dommages évalués à 700€.,12,0,[],4.5
CLM_006438,CTR_003459,INS_005213,Incendie criminel,grave,2024-12-14,12,5,7,2024-12-21,Occitanie,Toyota,3,Tous risques,772.8,8000.0,28,12,71400.0,cadre supérieur,1,1,0,Oui,GAR_0004,EXP_014,True,True,True,2,1,False,Traces d'accélérant constatées par les pompiers.,6,0,[],1.0
CLM_006439,CTR_001253,INS_001852,Collision simple,mineur,2022-02-27,9,6,2,2022-03-01,Pays de la Loire,Mercedes,5,Tiers étendu,733.5,5700.0,50,62,32000.0,infirmier,0,0,0,Oui,GAR_0006,EXP_007,False,True,False,0,3,False,Collision avec un autre véhicule sur la boulevard Hoarau. Dommages sur le côté arrière.,14,0,[],4.8
CLM_006440,CTR_001900,INS_002848,Collision avec animal,mineur,2024-01-16,6,1,1,2024-01-17,Centre-Val de Loire,Dacia,9,Tiers + vol/incendie,200.0,200.0,54,23,11100.0,retraité,2,0,0,Non,GAR_0037,EXP_009,True,True,False,0,4,False,Sinistre de type Collision avec animal survenu à Caron-les-Bains. Dommages évalués à 200€.,13,0,[],4.0
CLM_006441,CTR_000267,INS_000403,Vol total du véhicule,mineur,2022-12-30,15,4,1,2022-12-31,Île-de-France,Fiat,16,Tous risques,444.0,27800.0,77,64,37100.0,enseignant,1,0,0,Oui,GAR_0007,EXP_013,True,True,True,0,1,False,Disparition du véhicule constatée le matin. Dernière vue la veille.,10,0,[],1.0
CLM_006442,CTR_001620,INS_002416,Dégradation volontaire,modéré,2024-08-04,12,6,2,2024-08-06,Hauts-de-France,Hyundai,0,Tiers + vol/incendie,584.5,2200.0,80,14,53400.0,artisan,1,0,0,Non,GAR_0047,EXP_010,False,True,False,0,0,False,Sinistre de type Dégradation volontaire survenu à Mallet-sur-Mer. Dommages évalués à 2200€.,12,1,"['accident provoqué volontairement', 'expert complaisant']",2.8
CLM_006443,CTR_003703,INS_005588,Vol à la roulette,modéré,2023-08-15,22,1,90,2023-11-13,Grand Est,Citroën,6,Tiers + vol/incendie,315.0,800.0,67,37,25100.0,ouvrier,1,0,0,Non,GAR_0028,AUCUN,True,True,True,0,2,False,Sinistre de type Vol à la roulette survenu à Monnier. Dommages évalués à 800€.,14,0,[],0.5
CLM_006444,CTR_002882,INS_004333,Vol total du véhicule,mineur,2022-12-23,2,4,14,2023-01-06,Nouvelle-Aquitaine,Tesla,9,Tous risques + assistance,667.5,28000.0,37,57,59000.0,cadre supérieur,3,0,0,Non,GAR_0018,EXP_015,True,True,True,1,2,False,Vehicule volé sur le parking de Michel SA à Gomez-sur-Mer.,10,0,[],0.5
CLM_006445,CTR_001312,INS_001955,Stationnement endommagé,modéré,2022-12-30,6,4,1,2022-12-31,Île-de-France,Hyundai,0,Au tiers,327.5,800.0,43,15,12400.0,sans emploi,0,0,0,Non,GAR_0003,EXP_009,True,True,False,1,0,False,Sinistre de type Stationnement endommagé survenu à Sainte NoémiVille. Dommages évalués à 800€.,13,0,[],2.0
CLM_006446,CTR_002973,INS_004487,Bris de glace,grave,2022-11-03,19,3,14,2022-11-17,Auvergne-Rhône-Alpes,Hyundai,7,Au tiers,200.0,200.0,61,14,34700.0,cadre,0,0,0,Non,GAR_0039,EXP_018,True,True,False,3,0,False,Vitre latérale brisée lors du stationnement.,6,1,"['sinistre antidaté', 'réseau organisé de faux témoins', 'fausse déclaration de blessé']",4.7
CLM_006447,CTR_002543,INS_003833,Vol total du véhicule,mineur,2022-01-18,18,1,2,2022-01-20,Auvergne-Rhône-Alpes,BMW,2,Tous risques,1848.6,24300.0,58,54,28900.0,infirmier,1,2,0,Oui,GAR_0019,EXP_013,True,True,True,4,0,False,Vehicule volé sur le parking de Bertin à Thomasnec.,9,0,[],3.0
CLM_006448,CTR_001420,INS_002109,Collision simple,mineur,2022-02-03,17,3,2,2022-02-05,Île-de-France,Skoda,4,Tous risques,438.0,6300.0,20,3,30200.0,ouvrier,0,0,0,Oui,GAR_0012,EXP_019,True,False,True,2,2,False,Collision avec un autre véhicule sur la chemin de Picard. Dommages sur le côté arrière.,15,1,"['gonflement des dommages matériels', 'sinistre antidaté']",2.5
CLM_006449,CTR_003848,INS_005781,Collision multi-véhicules,grave,2022-12-25,11,6,30,2023-01-24,Centre-Val de Loire,Kia,7,Au tiers,217.75,10400.0,24,39,64800.0,cadre supérieur,1,1,0,Non,GAR_0025,EXP_002,False,True,False,3,0,False,Sinistre de type Collision multi-véhicules survenu à Saint MichèleBourg. Dommages évalués à 10400€.,13,1,['fausse déclaration de tiers'],5.5
CLM_006450,CTR_001764,INS_002642,Bris de glace,modéré,2023-03-24,14,4,2,2023-03-26,Bretagne,Audi,5,Tous risques,200.0,800.0,44,8,13300.0,médecin,0,2,0,Oui,GAR_0025,EXP_004,False,False,True,1,0,False,Projection de gravillon sur l'autoroute rue Godard. Pare-brise fissuré.,9,1,['conducteur substitué'],2.0
CLM_006451,CTR_000368,INS_000577,Incendie accidentel,modéré,2024-01-31,11,2,14,2024-02-14,Île-de-France,Dacia,4,Tous risques,954.0,21300.0,74,67,15200.0,ouvrier,0,1,0,Non,GAR_0010,EXP_012,True,True,True,1,1,False,Départ de feu moteur lors d'un trajet. Vehicule immobilisé.,9,0,[],1.0
CLM_006452,CTR_002479,INS_003732,Vol à la roulette,grave,2022-01-01,3,5,7,2022-01-08,Bretagne,Kia,3,Tous risques,1262.7,900.0,58,19,15900.0,retraité,1,2,0,Non,GAR_0041,EXP_019,True,False,True,2,1,False,Sinistre de type Vol à la roulette survenu à Saint Manon-les-Bains. Dommages évalués à 900€.,15,0,[],3.3
CLM_006453,CTR_000547,INS_000843,Incendie accidentel,mineur,2023-03-30,16,3,7,2023-04-06,Provence-Alpes-Côte d'Azur,Kia,3,Tous risques + assistance,1357.5,9200.0,68,61,50600.0,commerçant,0,2,0,Oui,GAR_0008,AUCUN,True,True,True,0,0,False,Départ de feu moteur lors d'un trajet. Vehicule immobilisé.,9,0,[],1.0
CLM_006454,CTR_003538,INS_005318,Collision simple,modéré,2022-12-22,13,3,3,2022-12-25,Occitanie,Jeep,17,Tous risques,432.0,9000.0,23,5,58200.0,cadre supérieur,2,0,0,Oui,GAR_0015,EXP_005,True,True,True,0,0,False,Accrochage en sortie de feu rouge. 2 témoin(s) présent(s).,9,0,[],0.0
CLM_006455,CTR_000115,INS_000171,Bris de glace,mineur,2023-10-01,22,6,1,2023-10-02,Occitanie,Peugeot,13,Tous risques + assistance,352.5,800.0,66,34,37600.0,commercial,2,0,0,Non,GAR_0039,AUCUN,True,True,True,0,0,False,Vitre latérale brisée lors du stationnement.,6,0,[],0.8
CLM_006456,CTR_003001,INS_004533,Collision avec animal,modéré,2024-09-03,16,1,0,2024-09-03,Île-de-France,Seat,2,Tous risques,1669.2,200.0,28,11,48900.0,artisan,2,3,0,Oui,GAR_0009,AUCUN,True,True,True,4,1,False,Sinistre de type Collision avec animal survenu à Roy. Dommages évalués à 200€.,13,0,[],2.0
CLM_006457,CTR_002314,INS_003474,Stationnement endommagé,important,2022-10-30,12,6,2,2022-11-01,Hauts-de-France,Kia,0,Tous risques,1903.2,1600.0,18,7,44500.0,médecin,1,0,0,Oui,GAR_0017,EXP_004,True,False,True,1,0,False,Sinistre de type Stationnement endommagé survenu à Laine-sur-Allard. Dommages évalués à 1600€.,12,0,[],1.5
CLM_006458,CTR_002232,INS_003345,Vol total du véhicule,important,2023-12-02,16,5,2,2023-12-04,Île-de-France,Toyota,0,Tous risques,1338.0,26100.0,76,69,8000.0,auto-entrepreneur,0,0,0,Non,GAR_0037,AUCUN,True,True,True,0,0,False,Disparition du véhicule constatée le matin. Dernière vue la veille.,10,1,"['sinistre fictif déclaré', 'gonflement des dommages matériels']",4.0
CLM_006459,CTR_000364,INS_000570,Collision multi-véhicules,mineur,2022-02-20,6,6,2,2022-02-22,Grand Est,Renault,3,Au tiers,567.5,15500.0,26,64,48600.0,commerçant,0,0,0,Oui,GAR_0024,EXP_018,True,True,False,2,1,False,Sinistre de type Collision multi-véhicules survenu à Voisin. Dommages évalués à 15500€.,12,0,[],3.3
CLM_006460,CTR_001858,INS_002779,Dommages grêle,modéré,2023-10-02,11,0,60,2023-12-01,Occitanie,Tesla,10,Tiers étendu,436.5,1200.0,38,70,34000.0,chef d'entreprise,0,3,0,Oui,GAR_0015,EXP_003,True,False,True,0,0,False,Sinistre de type Dommages grêle survenu à Lagarde. Dommages évalués à 1200€.,12,0,[],1.5
CLM_006461,CTR_001416,INS_002103,Stationnement endommagé,mineur,2024-03-27,10,2,2,2024-03-29,Grand Est,Kia,4,Tous risques,270.0,1000.0,44,12,23600.0,commerçant,1,4,0,Oui,GAR_0030,EXP_002,True,True,True,3,0,False,Sinistre de type Stationnement endommagé survenu à Duval. Dommages évalués à 1000€.,12,0,[],2.0
CLM_006462,CTR_003129,INS_004743,Bris de glace,grave,2024-12-13,13,4,7,2024-12-20,Île-de-France,Skoda,10,Tous risques + assistance,337.5,900.0,63,71,42200.0,fonctionnaire,2,3,0,Oui,GAR_0041,EXP_013,True,True,True,5,1,False,Projection de gravillon sur l'autoroute boulevard Auger. Pare-brise fissuré.,9,1,['incendie volontaire'],2.7
CLM_006463,CTR_000072,INS_000110,Collision avec piéton,modéré,2023-08-06,14,6,1,2023-08-07,Île-de-France,Fiat,5,Au tiers,632.5,5100.0,34,9,14500.0,étudiant,0,0,0,Oui,GAR_0010,EXP_010,True,True,False,1,0,False,Sinistre de type Collision avec piéton survenu à Sainte Patriciaboeuf. Dommages évalués à 5100€.,14,0,[],3.3
CLM_006464,CTR_003409,INS_005149,Stationnement endommagé,grave,2023-06-08,21,3,30,2023-07-08,Bourgogne-Franche-Comté,Toyota,4,Au tiers,215.0,800.0,59,62,8500.0,étudiant,0,0,0,Non,GAR_0009,AUCUN,True,True,False,2,0,False,Sinistre de type Stationnement endommagé survenu à Charpentier-la-Forêt. Dommages évalués à 800€.,12,0,[],3.7
CLM_006465,CTR_001285,INS_001908,Dégradation volontaire,mineur,2024-09-18,21,2,90,2024-12-17,Auvergne-Rhône-Alpes,Kia,2,Tous risques,1182.0,1300.0,30,53,15300.0,retraité,0,0,0,Oui,GAR_0042,EXP_013,True,True,True,0,0,False,Sinistre de type Dégradation volontaire survenu à Germaindan. Dommages évalués à 1300€.,12,0,[],0.0
CLM_006466,CTR_003019,INS_004559,Bris de glace,mineur,2022-12-27,12,1,1,2022-12-28,Normandie,BMW,6,Tous risques,1357.2,1300.0,77,27,25100.0,ouvrier,0,2,0,Oui,GAR_0006,EXP_020,False,True,True,3,2,False,Vitre latérale brisée lors du stationnement.,6,1,['conducteur substitué'],2.5
CLM_006467,CTR_000497,INS_000769,Stationnement endommagé,modéré,2022-02-26,2,5,3,2022-03-01,Île-de-France,Citroën,11,Tiers + vol/incendie,283.5,1300.0,59,44,31700.0,agriculteur,2,3,1,Non,GAR_0035,EXP_006,True,True,False,0,2,False,Sinistre de type Stationnement endommagé survenu à BlanchardBourg. Dommages évalués à 1300€.,12,0,[],3.8
CLM_006468,CTR_003901,INS_005864,Vol à la roulette,mineur,2022-10-14,18,4,7,2022-10-21,Auvergne-Rhône-Alpes,Seat,10,Tous risques + assistance,200.0,1200.0,39,38,8000.0,sans emploi,0,0,1,Oui,GAR_0036,EXP_012,True,True,True,0,1,False,Sinistre de type Vol à la roulette survenu à Sainte Nicolasdan. Dommages évalués à 1200€.,15,0,[],0.0
CLM_006469,CTR_000217,INS_000332,Incendie accidentel,mineur,2024-12-12,12,3,7,2024-12-19,Île-de-France,Seat,2,Au tiers,200.0,32100.0,40,5,83600.0,médecin,1,0,0,Non,GAR_0037,AUCUN,True,True,False,1,0,False,Départ de feu moteur lors d'un trajet. Vehicule immobilisé.,9,0,[],2.0
CLM_006470,CTR_002605,INS_003926,Bris de glace,important,2022-01-18,14,1,2,2022-01-20,Hauts-de-France,Volkswagen,12,Tous risques + assistance,435.0,400.0,21,23,77800.0,chef d'entreprise,0,1,0,Oui,GAR_0050,EXP_019,True,False,True,2,0,False,Vitre latérale brisée lors du stationnement.,6,0,[],1.2
CLM_006471,CTR_003734,INS_005629,Collision simple,mineur,2024-09-18,12,2,1,2024-09-19,Nouvelle-Aquitaine,Volkswagen,20,Tiers étendu,200.0,9400.0,35,15,39500.0,fonctionnaire,1,1,0,Non,GAR_0049,EXP_015,True,True,False,0,1,False,Collision avec un autre véhicule sur la rue Valérie Ruiz. Dommages sur le côté arrière.,15,0,[],2.0
CLM_006472,CTR_000769,INS_001168,Vol à la roulette,important,2022-03-07,12,0,1,2022-03-08,Île-de-France,Ford,14,Tiers + vol/incendie,200.0,1600.0,26,34,25600.0,technicien,2,2,0,Oui,GAR_0045,EXP_008,True,False,True,1,0,False,Sinistre de type Vol à la roulette survenu à Sainte ThéophileVille. Dommages évalués à 1600€.,15,0,[],1.5
CLM_006473,CTR_001195,INS_001777,Collision avec animal,modéré,2022-04-25,21,0,3,2022-04-28,Auvergne-Rhône-Alpes,Renault,0,Tous risques,1836.0,500.0,63,9,28800.0,agriculteur,3,0,0,Non,GAR_0024,AUCUN,True,True,True,0,1,False,Sinistre de type Collision avec animal survenu à Gaillard. Dommages évalués à 500€.,13,0,[],0.0
CLM_006474,CTR_001303,INS_001938,Vol à la roulette,mineur,2023-03-08,14,2,30,2023-04-07,Bourgogne-Franche-Comté,Volkswagen,7,Au tiers,467.5,1200.0,75,1,37100.0,artisan,1,3,0,Non,GAR_0040,AUCUN,False,True,False,2,0,False,Sinistre de type Vol à la roulette survenu à Schneider. Dommages évalués à 1200€.,14,0,[],4.5
CLM_006475,CTR_001530,INS_002288,Incendie accidentel,modéré,2022-03-06,15,6,2,2022-03-08,Centre-Val de Loire,Peugeot,5,Au tiers,633.75,5800.0,80,63,33700.0,auto-entrepreneur,2,0,0,Oui,GAR_0038,AUCUN,False,True,False,1,0,False,"Incendie constaté dans le parking souterrain de 46, rue Denise Maurice
49369 Blondel.",13,0,[],2.8
CLM_006476,CTR_001225,INS_001812,Incendie criminel,modéré,2023-02-11,12,5,60,2023-04-12,Grand Est,Renault,7,Tous risques,756.0,21100.0,60,20,10000.0,auto-entrepreneur,2,0,0,Oui,GAR_0014,AUCUN,True,True,True,0,1,False,Vehicule incendié volontairement dans la nuit. PV de police joint.,10,0,[],1.3
CLM_006477,CTR_003072,INS_004649,Vol à la roulette,grave,2022-02-16,16,2,1,2022-02-17,Provence-Alpes-Côte d'Azur,Seat,8,Au tiers,465.0,400.0,65,59,31400.0,technicien,0,1,0,Oui,GAR_0011,EXP_019,True,False,False,3,0,False,Sinistre de type Vol à la roulette survenu à Sainte Patricia. Dommages évalués à 400€.,15,1,"['vol fictif', 'incendie volontaire']",3.5
CLM_006478,CTR_002563,INS_003865,Stationnement endommagé,important,2024-10-30,23,2,3,2024-11-02,Auvergne-Rhône-Alpes,Volkswagen,14,Tous risques,200.0,1800.0,67,22,16100.0,technicien,1,3,0,Non,GAR_0028,AUCUN,True,True,True,3,0,False,Sinistre de type Stationnement endommagé survenu à Sainte Caroline. Dommages évalués à 1800€.,13,0,[],4.2
CLM_006479,CTR_002608,INS_003931,Vol total du véhicule,modéré,2022-11-24,22,3,14,2022-12-08,Hauts-de-France,Hyundai,4,Tiers étendu,306.0,31200.0,58,21,42100.0,artisan,0,2,0,Non,GAR_0039,EXP_011,True,True,True,1,0,False,Disparition du véhicule constatée le matin. Dernière vue la veille.,10,1,['conducteur substitué'],3.5
CLM_006480,CTR_003353,INS_005055,Dégradation volontaire,mineur,2024-08-22,16,3,3,2024-08-25,Occitanie,Mercedes,1,Tous risques,491.4,1200.0,80,44,54700.0,médecin,2,0,0,Non,GAR_0042,EXP_015,True,True,True,1,0,False,Sinistre de type Dégradation volontaire survenu à Sainte Alexandre. Dommages évalués à 1200€.,13,0,[],0.0
CLM_006481,CTR_001032,INS_001553,Incendie accidentel,mineur,2024-11-08,16,4,2,2024-11-10,Auvergne-Rhône-Alpes,Tesla,3,Tiers + vol/incendie,616.0,13000.0,50,1,32200.0,auto-entrepreneur,0,0,0,Non,GAR_0035,EXP_005,True,True,True,3,0,False,Départ de feu moteur lors d'un trajet. Vehicule immobilisé.,9,0,[],2.0
CLM_006482,CTR_001496,INS_002228,Collision multi-véhicules,mineur,2024-02-25,10,6,30,2024-03-26,Nouvelle-Aquitaine,Dacia,4,Au tiers,492.5,8500.0,19,33,15000.0,commerçant,0,2,1,Oui,GAR_0018,EXP_018,True,True,False,3,0,False,Sinistre de type Collision multi-véhicules survenu à Blanchard. Dommages évalués à 8500€.,12,1,['expert complaisant'],5.3
CLM_006483,CTR_002829,INS_004255,Bris de glace,modéré,2023-07-27,16,3,2,2023-07-29,Provence-Alpes-Côte d'Azur,Citroën,6,Au tiers,313.38,600.0,40,54,53400.0,cadre supérieur,2,0,0,Oui,GAR_0043,AUCUN,True,True,False,4,3,False,Projection de gravillon sur l'autoroute chemin Blondel. Pare-brise fissuré.,9,1,"['vol fictif', 'accident provoqué volontairement']",4.0
CLM_006484,CTR_001039,INS_001567,Bris de glace,mineur,2022-04-29,11,4,14,2022-05-13,Occitanie,Ford,9,Tous risques,846.0,600.0,36,23,32500.0,infirmier,0,0,0,Oui,GAR_0018,AUCUN,True,True,True,5,1,False,Vitre latérale brisée lors du stationnement.,6,0,[],1.0
CLM_006485,CTR_003869,INS_005814,Collision multi-véhicules,modéré,2022-09-18,16,6,30,2022-10-18,Provence-Alpes-Côte d'Azur,Peugeot,4,Tous risques,996.0,8900.0,61,18,68600.0,cadre supérieur,0,0,1,Non,GAR_0016,EXP_018,True,True,True,6,0,False,Sinistre de type Collision multi-véhicules survenu à Marin. Dommages évalués à 8900€.,12,0,[],2.3
CLM_006486,CTR_002286,INS_003429,Tentative de vol avec dégradation,modéré,2022-05-09,17,0,7,2022-05-16,Nouvelle-Aquitaine,Nissan,6,Tiers + vol/incendie,500.5,1900.0,67,8,36900.0,fonctionnaire,1,0,0,Oui,GAR_0038,EXP_018,False,True,True,1,0,False,Sinistre de type Tentative de vol avec dégradation survenu à Saint Christinedan. Dommages évalués à 1900€.,16,0,[],0.5
CLM_006487,CTR_000776,INS_001177,Stationnement endommagé,modéré,2022-04-10,16,6,3,2022-04-13,Auvergne-Rhône-Alpes,Mercedes,5,Tiers + vol/incendie,490.0,1500.0,67,65,26800.0,artisan,1,0,0,Oui,GAR_0028,EXP_017,True,True,False,1,0,False,Sinistre de type Stationnement endommagé survenu à Delmas. Dommages évalués à 1500€.,12,0,[],2.3
CLM_006488,CTR_000215,INS_000329,Stationnement endommagé,modéré,2022-10-25,15,1,0,2022-10-25,Pays de la Loire,BMW,11,Tiers étendu,751.5,900.0,80,58,36100.0,enseignant,1,3,0,Oui,GAR_0022,EXP_014,True,True,True,1,0,False,Sinistre de type Stationnement endommagé survenu à Marchand-sur-Alves. Dommages évalués à 900€.,12,1,"['vol fictif', 'fausse déclaration de blessé', 'expert complaisant']",1.0
CLM_006489,CTR_003031,INS_004577,Collision multi-véhicules,important,2022-07-11,8,0,3,2022-07-14,Île-de-France,Mercedes,7,Au tiers,340.0,5300.0,74,24,58300.0,commercial,2,1,0,Oui,GAR_0039,EXP_005,True,True,False,4,1,False,Sinistre de type Collision multi-véhicules survenu à Lenoir-sur-Valette. Dommages évalués à 5300€.,12,0,[],3.7
CLM_006490,CTR_000808,INS_001233,Vol total du véhicule,important,2022-12-12,21,0,3,2022-12-15,Occitanie,Opel,4,Tous risques,516.0,22900.0,51,57,10000.0,sans emploi,0,1,1,Non,GAR_0008,EXP_002,True,True,True,2,0,False,Disparition du véhicule constatée le matin. Dernière vue la veille.,10,1,"['accident provoqué volontairement', 'conducteur substitué']",3.7
CLM_006491,CTR_002212,INS_003317,Bris de glace,grave,2024-02-26,7,0,30,2024-03-27,Provence-Alpes-Côte d'Azur,Fiat,4,Tous risques,1638.0,700.0,74,40,46200.0,commercial,0,0,0,Oui,GAR_0017,EXP_007,True,True,True,2,0,False,Projection de gravillon sur l'autoroute boulevard Rossi. Pare-brise fissuré.,9,0,[],0.7
